horse_id,horse,trainer,trainer_id,owner,owner_id,sire,sire_id,dam,dam_id
hrs_29829177,Foreverwalking (IRE),W P Mullins,trn_13275,Roaringwater Syndicate,own_1026412,Walk In The Park (IRE),sir_4218179,Until Forever (IRE),dam_6192102
hrs_29735398,I Will Be Baie (FR),W P Mullins,trn_13275,Roaringwater Syndicate,own_1026412,Crillon (FR),sir_3580248,Passion Du Berlais (FR),dam_19990992
hrs_35039536,Lombron (FR),W P Mullins,trn_13275,Roaringwater Syndicate,own_1026412,Turgeon (USA),sir_366520,Omememo Has (FR),dam_27359024
hrs_26767678,Pink In The Park (IRE),W P Mullins,trn_13275,Roaringwater Syndicate,own_1026412,Walk In The Park (IRE),sir_4218179,Pink Hat (IRE),dam_5846638
hrs_29917657,Supersundae (FR),W P Mullins,trn_13275,Roaringwater Syndicate,own_1026412,Authorized (IRE),sir_4645585,Distinctive Look (IRE),dam_4494483
hrs_35218260,Golden Joy (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Conillon (GER),sir_4770479,Erbalonga (FR),dam_21664671
hrs_27821444,Irish Point (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Joshua Tree (IRE),sir_5172580,Burkina (FR),dam_6095236
hrs_35431347,Kala Conti (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Karaktar (IRE),sir_6076728,Rolibie De Vindecy (FR),dam_35431340
hrs_40095678,Paul Collins (IRE),Gordon Elliott,trn_163305,Robcour,own_931464,Pillar Coral (GB),sir_7976311,Mercian Princess (IRE),dam_9025191
hrs_35054649,Qualimita (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Muhtathir (GB),sir_3276504,Fliegend (GB),dam_20722107
hrs_34253219,Relieved Of Duties (IRE),Gordon Elliott,trn_163305,Robcour,own_931464,Sholokhov (IRE),sir_3839283,Bestwork D'Olivate (FR),dam_6890401
hrs_39735689,Sermandzarak (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Zarak (FR),sir_6319173,Josephjuliusjodie (IRE),dam_6329043
hrs_28904008,Shannon Royale (IRE),Gordon Elliott,trn_163305,Robcour,own_931464,Walk In The Park (IRE),sir_4218179,Shannon Rose (IRE),dam_4121677
hrs_22829380,Teahupoo (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Masked Marvel (GB),sir_5344241,Droit D'Aimer (FR),dam_5292287
hrs_34166447,Undeniable Alibi (FR),Gordon Elliott,trn_163305,Robcour,own_931464,Saint Des Saints (FR),sir_3816407,Fleur Des Villes (FR),dam_4150860
hrs_27888826,An Tobar (GB),Henry De Bromhead,trn_11241,Robcour,own_931464,Gentlewave (IRE),sir_4572834,Katalina (GB),dam_2930018
hrs_14962283,Aspire Tower (IRE),Henry De Bromhead,trn_11241,Robcour,own_931464,Born To Sea (IRE),sir_5411385,Red Planet (GB),dam_4561424
hrs_20393884,Bob Olinger (IRE),Henry De Bromhead,trn_11241,Robcour,own_931464,Sholokhov (IRE),sir_3839283,Zenaide (IRE),dam_4585658
hrs_24734416,Foxy Girl (FR),Henry De Bromhead,trn_11241,Robcour,own_931464,Saint Des Saints (FR),sir_3816407,Far Burg (FR),dam_24734409
hrs_34571537,Garde La Peche (FR),Henry De Bromhead,trn_11241,Robcour,own_931464,Kapgarde (FR),sir_3993948,La Trattoria (FR),dam_4946067
hrs_27888903,Hiddenvalley Lake (IRE),Henry De Bromhead,trn_11241,Robcour,own_931464,Sholokhov (IRE),sir_3839283,Coming Home (FR),dam_3729145
hrs_34361523,Joueuse Royale (FR),Henry De Bromhead,trn_11241,Robcour,own_931464,Masked Marvel (GB),sir_5344241,Polane Du Charmil (FR),dam_8388625
hrs_40165951,Kilgame (FR),Henry De Bromhead,trn_11241,Robcour,own_931464,Jeu St Eloi (FR),sir_6006707,Royale Kilauea (FR),dam_21659113
hrs_29907136,Killaney King (IRE),Henry De Bromhead,trn_11241,Robcour,own_931464,Flemensfirth (USA),sir_676046,Liss Na Tintri (IRE),dam_5061532
hrs_29226491,Look To The West (IRE),Henry De Bromhead,trn_11241,Robcour,own_931464,Westerner (GB),sir_3927665,Brotenstown (IRE),dam_4715445
hrs_31083024,Picture Of You (FR),Henry De Bromhead,trn_11241,Robcour,own_931464,Authorized (IRE),sir_4645585,Blue Picture (IRE),dam_5505528
hrs_30016385,Slade Steel (IRE),Henry De Bromhead,trn_11241,Robcour,own_931464,Telescope (IRE),sir_5728562,Mariet (GB),dam_5702809
hrs_37489116,Autoportrait (FR),M F Morris,trn_35019,Robcour,own_931464,Authorized (IRE),sir_4645585,Style Icon (FR),dam_10442726
hrs_20006210,Indiana Jones (FR),M F Morris,trn_35019,Robcour,own_931464,Blue Bresil (FR),sir_4924724,Matnie (FR),dam_18788637
hrs_34457157,Practice Run (IRE),M F Morris,trn_35019,Robcour,own_931464,Walk In The Park (IRE),sir_4218179,Hazy Shadow (IRE),dam_10864217
hrs_24593100,Music Of Tara (GB),Henry De Bromhead,trn_11241,Robcour Mrs Paul Shanahan,own_1249224,Kayf Tara (GB),sir_3297462,Mayfair Music (IRE),dam_5831392
hrs_38667202,Shuil Na Tra (IRE),Norman Lee,trn_235107,Robert B Hodgins,own_343580,Malinas (GER),sir_4209772,Shuil Le Vic (IRE),dam_10119508
hrs_35351267,Hurricane Honey (IRE),Gordon Elliott,trn_163305,Robert Downes,own_1322320,Court Cave (IRE),sir_4123686,Beesplease (IRE),dam_6103083
hrs_35243334,Elusive Prince (IRE),Henry De Bromhead,trn_11241,Robert Finnegan,own_323256,Elusive Pimpernel (USA),sir_5164180,Lady Lorabelle (IRE),dam_5664925
hrs_37260307,French Hill (IRE),Denis Gerard Hogan,trn_196911,Robert Hennelly,own_178240,Kingston Hill (GB),sir_5917226,Moskova (IRE),dam_4583775
hrs_27237693,Henning (IRE),Denis Gerard Hogan,trn_196911,Robert Hennelly,own_178240,Rock Of Gibraltar (IRE),sir_3814832,Moskova (IRE),dam_4583775
hrs_33080747,Mickie Angel (IRE),Denis Gerard Hogan,trn_196911,Robert Hennelly,own_178240,Westerner (GB),sir_3927665,Moskova (IRE),dam_4583775
hrs_33775000,Broomfield Gale (IRE),Robert Murphy,trn_144846,Robert Murphy,own_459456,Malinas (GER),sir_4209772,Sea Off The Gales (IRE),dam_9132529
hrs_38532837,Mountrivers Lass (IRE),Robert Murphy,trn_144846,Robert Murphy,own_459456,Walk In The Park (IRE),sir_4218179,Cousin Jen (IRE),dam_6100787
hrs_29523200,Mac's Xpress (IRE),Paul John Gilligan,trn_117756,Robert P Clarke,own_985120,Mount Nelson (GB),sir_4624228,Snob's Supreme (IRE),dam_4068064
hrs_39334232,Mayday Games (IRE),Paul John Gilligan,trn_117756,Robert P Clarke,own_985120,Kingston Hill (GB),sir_5917226,Arbor Des Champs (IRE),dam_6914068
hrs_38118997,Spatman De Cerisy (FR),Paul Nolan,trn_86823,Robert Twomey,own_1351476,Spanish Moon (USA),sir_4548635,Kapgirl De Cerisy (FR),dam_38118990
hrs_39959339,Kinnagrelly Boy (GB),Adrian Murray,trn_171270,Rock House Syndicate,own_1325780,Havana Gold (IRE),sir_5617752,Tanda Tula (IRE),dam_5165503
hrs_35513359,Rocco Boyo (IRE),Adrian Murray,trn_171270,Rock House Syndicate,own_1325780,Shirocco (GER),sir_4009460,Glitter And Gold (IRE),dam_30138087
hrs_34571642,Delta Melody (IRE),Eugene M O'Sullivan,trn_37629,Rock Roll Rebel Partnership,own_1332112,Ocovango (GB),sir_5603829,Mills Melody (IRE),dam_5098394
hrs_36386770,Hill Rocket (IRE),Cian Collins,trn_355860,Rocket Syndicate,own_1378032,Ask (GB),sir_4538492,Hill Rock (IRE),dam_5627167
hrs_30865527,Rockstown Girl (IRE),Anthony McCann,trn_268344,Rockstown Girl Syndicate,own_1378040,Iffraaj (GB),sir_4091143,Miss Marina Bay (GB),dam_6252904
hrs_36696296,Meadow Soprano (DEN),John C McConnell,trn_132759,Rockview 119 Partnership,own_1245716,Galiway (GB),sir_5895316,Maternelle (FR),dam_4439939
hrs_34859734,Breaking Silence (IRE),John C McConnell,trn_132759,Rockview Racing Syndicate,own_1195916,Doyen (IRE),sir_3983700,Mount Corkish Girl (IRE),dam_5980303
hrs_18119906,Malbas (GB),John C McConnell,trn_132759,Rockview Racing Syndicate,own_1195916,Mukhadram (GB),sir_5413016,Violet (IRE),dam_3382414
hrs_6951399,Room To Roam (IRE),John C McConnell,trn_132759,Rockview Racing Syndicate,own_1195916,Fast Company (IRE),sir_4759678,Lady's Locket (IRE),dam_5350527
hrs_31451679,West Away (IRE),John C McConnell,trn_132759,Rockview Racing Syndicate,own_1195916,Westerner (GB),sir_3927665,Cruisingdownriver (IRE),dam_6016584
hrs_22130626,Khadaash (GB),John C McConnell,trn_132759,Rockview Stables,own_1204420,Kingman (GB),sir_5880140,Honorlina (FR),dam_4845981
hrs_14728875,Rockview Roman (IRE),John C McConnell,trn_132759,Rockview Stables,own_1204420,Holy Roman Emperor (IRE),sir_4602234,Veneration (GB),dam_5914405
hrs_34238134,Firm Belief (IRE),Rodger Sweeney,trn_98325,Rodger Sweeney,own_1222860,Make Believe (GB),sir_6104063,Kayd Kodaun (IRE),dam_4783331
hrs_20550187,Gaspard Du Seuil (FR),Rodger Sweeney,trn_98325,Rodger Sweeney,own_1222860,Fuisse (FR),sir_4995844,Violette Du Seuil (FR),dam_6003074
hrs_32264624,Bayonetta (IRE),Gerald Stephen Quinn,trn_348300,Rodney Arthur,own_812548,Leading Light (IRE),sir_5720169,Me Julie (GB),dam_4722760
hrs_35243782,Full Of Life (FR),Henry De Bromhead,trn_11241,Roger Kissane,own_1205188,Great Pretender (IRE),sir_3845786,Fulleren (FR),dam_5586210
hrs_40096196,Scar Bridge (IRE),Anthony Mullins,trn_28521,Roger Obyrne,own_27688,Lucky Speed (IRE),sir_5850733,Eye And Ear (IRE),dam_5257091
hrs_23332778,Aldo The Apache (IRE),C A Murphy,trn_127323,Room For One More Syndicate,own_1134012,Shantou (USA),sir_740670,Another Tempest (IRE),dam_5476926
hrs_24468346,Mazza's Mahler (IRE),Barry J Fitzgerald,trn_325476,Rory Anthony Devine,own_1373720,Mahler (GB),sir_4624179,Mazza's Magic (IRE),dam_18513348
hrs_20471458,It Could Be You (IRE),Thomas Mullins,trn_146871,Rory F Larkin,own_88788,Carlotamix (FR),sir_4494112,Bonmahon Charm (IRE),dam_20471451
hrs_34153546,Master Otis (IRE),Thomas Mullins,trn_146871,Rory F Larkin,own_88788,Mastercraftsman (IRE),sir_4870369,Celestial Love (IRE),dam_21714693
hrs_22914864,San Aer (IRE),Thomas Mullins,trn_146871,Rory F Larkin,own_88788,Vocalised (USA),sir_4957421,Teacht An Earraig (USA),dam_4796407
hrs_21369180,Pachmena (IRE),Gavin Cromwell,trn_160524,Rosita Moyles Michael Meegan John Moyles,own_1358908,Sir Percy (GB),sir_4465013,Tiger Spice (GB),dam_4808832
hrs_39996579,Moonshine Ranger (IRE),Ciaran Murphy,trn_342693,Rossies Co Syndicate,own_1366528,Soldier Of Fortune (IRE),sir_4624284,Burren Moonshine (IRE),dam_4078228
hrs_22268512,Razdan (IRE),Chris Timmons,trn_346959,Royal Racing Club,own_1096740,Zoffany (IRE),sir_5292651,Rayna (IRE),dam_6021750
hrs_35068845,Royal Cave (IRE),Chris Timmons,trn_346959,Royal Racing Club,own_1096740,Court Cave (IRE),sir_4123686,St Maxime (IRE),dam_5660662
hrs_42005411,Royal Dynamite (IRE),Chris Timmons,trn_346959,Royal Racing Club,own_1096740,Dandy Man (IRE),sir_4459483,Noble Dynamite (IRE),dam_42005404
hrs_22782655,Ebasari (IRE),Gordon Elliott,trn_163305,Royals Blue Syndicate,own_1062028,Lope De Vega (IRE),sir_5186867,Ebayya (IRE),dam_6102551
hrs_38089429,Party Pack (IRE),J P Flavin,trn_342801,Ruby Racing Syndicate,own_1285112,Well Chosen (GB),sir_3090514,Papal Dancer (IRE),dam_38089422
hrs_35218708,Rusheen (IRE),James Daniel Dullea,trn_210321,Rusheen Partnership,own_1359468,Ocovango (GB),sir_5603829,Indelible Run (IRE),dam_5607112
hrs_26103056,Rushford (GB),Thomas R Hughes,trn_356877,Rushford Syndicate,own_1321860,Danon Ballade (JPN),sir_5415207,Cushat Law (IRE),dam_4561347
hrs_27793948,Western Walk (IRE),Jonathan Sweeney,trn_251550,Ruth Brown John Loughlin,own_1244704,Walk In The Park (IRE),sir_4218179,Western Approaches (GB),dam_5492004
hrs_34099632,Plunkett Street (GB),Michael William O'Meara,trn_320076,Ryan Omeara Partnership,own_1308992,Territories (IRE),sir_6051941,Aditi (GB),dam_5330003
hrs_31835062,Kilbride Hill (IRE),John Patrick Ryan,trn_74304,S Breslin J Breslin And G Ryan J P Ryan Syndicate,own_1284972,Kingston Hill (GB),sir_5917226,Campden Annie (IRE),dam_4659158
hrs_27359010,Maidenstreetprince (IRE),C Byrnes,trn_80190,S Club Six Syndicate,own_1240060,Kingston Hill (GB),sir_5917226,Nagambie (IRE),dam_5877760
hrs_35767781,Dr Pep (FR),S Curling,trn_201789,S Curling,own_981812,Doctor Dino (FR),sir_4223408,Pepite Du Mathan (FR),dam_35767774
hrs_412693750,Lord Maher (IRE),S Curling,trn_201789,S Curling,own_981812,Ocovango (GB),sir_5603829,Tagalong (IRE),dam_5953045
hrs_40205767,Queenofthelodge (IRE),S Curling,trn_201789,S Curling,own_981812,Soldier Of Fortune (IRE),sir_4624284,Now Were Broke (IRE),dam_5416495
hrs_45568397,Sallap (IRE),S Curling,trn_201789,S Curling,own_981812,Court Cave (IRE),sir_4123686,Emmy Lou (IRE),dam_5838245
hrs_31117961,Gilded Moon (GB),Alan Fleming,trn_161451,S Fletcher,own_1347744,Sea The Moon (GER),sir_5927481,Gulden Gorl (GER),dam_14576002
hrs_30246055,Locorotondo (IRE),Martin Brassil,trn_74322,S Fletcher,own_1347744,Dawn Approach (IRE),sir_5647166,Shahzeena (IRE),dam_6079871
hrs_22559831,Haveuseentherain (IRE),S G Walsh,trn_40788,S G Walsh,own_131396,Morozov (USA),sir_3922548,Lindas Present (IRE),dam_4264113
hrs_32668454,Youre A Derry Girl (IRE),S G Walsh,trn_40788,S G Walsh,own_131396,Leading Light (IRE),sir_5720169,Drumderry (IRE),dam_4633923
hrs_13284964,Ragin Cajun (IRE),Matthew J Smith,trn_246555,S Gillen,own_677132,Kalanisi (IRE),sir_3366048,Dipp In The Dark (IRE),dam_4896178
hrs_27684524,Moonovercloon (IRE),Matthew J Smith,trn_246555,S Gillen Midlands Partnership,own_971880,Sea Moon (GB),sir_5379878,Fiery Flame (IRE),dam_5401536
hrs_35351288,Tenacious Tess (IRE),Jonathan Fogarty,trn_268065,S J Oleary,own_1322328,Buratino (IRE),sir_6167980,Red Ray (GB),dam_4808104
hrs_21395500,Oscar Tonic (IRE),Eamonn Francis Gallagher,trn_209295,S Leahy,own_637376,Oscar (IRE),sir_3234945,Pharlen's Dream (IRE),dam_3924620
hrs_35335972,Chance Another One (IRE),S M Duffy,trn_186111,S M Duffy,own_448440,Laverock (IRE),sir_4237240,Presenting Lazarus (IRE),dam_5823734
hrs_38417568,Darcy's Friend (IRE),S M Duffy,trn_186111,S M Duffy,own_448440,Elusive Pimpernel (USA),sir_5164180,Strike Three (IRE),dam_5242076
hrs_17841698,Explosive Boy (FR),A J Martin,trn_65637,S M Ross,own_1027068,No Risk At All (FR),sir_5221342,Ma Councha (FR),dam_5365052
hrs_37874487,Sir Callisto (IRE),A J Martin,trn_65637,S M Ross,own_1027068,Siyouni (FR),sir_5133128,Sea The Sun (GER),dam_20664441
hrs_35992033,Zuzukel (FR),A J Martin,trn_65637,S M Ross,own_1027068,Frankel (GB),sir_5344171,Lady Zuzu (USA),dam_6074992
hrs_24228498,Drumlee Lake (IRE),S McParlan,trn_113769,S Mcparlan,own_195940,Watar (IRE),sir_4840283,Lake Wakatipu (GB),dam_4221798
hrs_16490572,Le Malin (FR),S McParlan,trn_113769,S Mcparlan,own_195940,Martaline (GB),sir_3862593,Lumina (FR),dam_4186644
hrs_22065253,Breagagh (IRE),S Michael Millar,trn_289440,S Michael Millar,own_577856,Slade Power (IRE),sir_5422165,Coumlara (IRE),dam_6028211
hrs_36371223,She's No Fool (IRE),Frank John Hayes,trn_350910,S Obrien Hayes,own_1332588,Presenting (GB),sir_676165,Delgany Breese (IRE),dam_23241484
hrs_39699149,Cutthewire (GB),Ian Patrick Donoghue,trn_344160,S P Oconnor,own_511428,Jack Hobbs (GB),sir_5958330,Ishka Baha (IRE),dam_4187022
hrs_33165335,John The Spark (GB),Ian Patrick Donoghue,trn_344160,S P Oconnor,own_511428,Telescope (IRE),sir_5728562,Tally Em Up (IRE),dam_4842488
hrs_34361663,Dance Floor Drama (IRE),S R B Crawford,trn_149364,S R B Crawford,own_520564,Geordieland (FR),sir_4087860,Sovereignoftheseas (GB),dam_21512036
hrs_41378673,Dance Monkey (FR),S R B Crawford,trn_149364,S R B Crawford,own_520564,Desinvolte (FR),sir_6318025,Comme D'Habitude (FR),dam_23063201
hrs_34253254,Manfredi (IRE),S R B Crawford,trn_149364,S R B Crawford,own_520564,Diamond Boy (FR),sir_5181561,Las Princess (IRE),dam_9984184
hrs_9928842,Balinaboola Steel (IRE),John Joseph Hanlon,trn_169605,S Tobin,own_813120,Craigsteel (GB),sir_3207309,Smithstown Lady (IRE),dam_5725580
hrs_41228838,Purrrfect Timing (IRE),Chris Timmons,trn_346959,S Tolerton,own_1239372,Jungle Cat (IRE),sir_6029058,Gift Of Time (GB),dam_10442628
hrs_27428807,Ballycallan King (IRE),Barry J Fitzgerald,trn_325476,Saddle Her Up Syndicate,own_1255764,Getaway (GER),sir_4602430,Rehearsed (IRE),dam_4504542
hrs_16761367,Crossing The Bar (IRE),Cian Collins,trn_355860,Salvatore Giannini,own_1332644,Poet's Voice (GB),sir_5164208,Ship's Biscuit (GB),dam_5227656
hrs_29735678,Jetaway To Getaway (IRE),Cian Collins,trn_355860,Salvatore Giannini,own_1332644,Jet Away (GB),sir_5333650,Corrag Lass (IRE),dam_5442199
hrs_27889092,Lets Do This (IRE),Cian Collins,trn_355860,Salvatore Giannini,own_1332644,Dylan Thomas (IRE),sir_4482254,Genandjoe (IRE),dam_27889323
hrs_30672138,Fiveonefive (IRE),Cian Collins,trn_355860,Salvatore Giannini Tony Lagan,own_1306652,Dylan Thomas (IRE),sir_4482254,Jenmarie (IRE),dam_5831707
hrs_38433549,Jokers 'n' Clowns (IRE),Gavin Cromwell,trn_160524,Samuel Downey,own_1234340,Jet Away (GB),sir_5333650,Certain Hope (IRE),dam_6350099
hrs_34457451,One Night Standard (IRE),Gavin Cromwell,trn_160524,Santana Syndicate,own_793172,Jukebox Jury (IRE),sir_4966836,Miss Dundee (IRE),dam_6383755
hrs_40918521,Calypso Bluebird (IRE),Eoin Christopher McCarthy,trn_235116,Saorcha Fitzgerald,own_1175076,Pour Moi (IRE),sir_5389447,Cruise Night (IRE),dam_4936694
hrs_40899502,The Blaggard (IRE),Eoin Christopher McCarthy,trn_235116,Saorcha Fitzgerald,own_1175076,Califet (FR),sir_3769220,Simplyonelady (IRE),dam_6028260
hrs_30017288,Champella (IRE),Ross O'Sullivan,trn_227025,Sarsfields Racing Syndicate,own_444308,Champs Elysees (GB),sir_4532486,Dibella (IRE),dam_5318852
hrs_37193240,The Busy Fool (IRE),P J Rothwell,trn_122130,Seamus Carthy Tony Murray,own_1340784,Doyen (IRE),sir_3983700,Like A Miller (IRE),dam_9260209
hrs_24959564,Yokkell (IRE),John C McConnell,trn_132759,Seamus Devlin,own_1238704,Fast Company (IRE),sir_4759678,Makheelah (GB),dam_5322345
hrs_47807186,Deadclassy (IRE),Denis W Cullen,trn_198936,Seamus Dowling,own_770460,Marcel (IRE),sir_6259309,Miss Pastel d'Nata (IRE),dam_8767619
hrs_34571502,Driscolls Hill (IRE),Thomas Gibney,trn_173538,Seamus Kiernan,own_1314232,Ocovango (GB),sir_5603829,Allthequeenshorses (IRE),dam_5656987
hrs_27082769,Flamborough (GB),Thomas Gibney,trn_173538,Seamus Kiernan,own_1314232,Farhh (GB),sir_5335106,Strictly Lambada (GB),dam_5209043
hrs_39826934,Moylussa (IRE),T Hogan,trn_95337,Seamus Mckeogh,own_752244,Jukebox Jury (IRE),sir_4966836,Ballycorrigan (IRE),dam_6030346
hrs_35054691,Sharetheknowledge (IRE),Paul Tobin,trn_345663,Seamus Rohan,own_1358504,Notnowcato (GB),sir_4128446,Small Parcel (IRE),dam_4663540
hrs_16566781,Johngus (IRE),Sean Aherne,trn_86913,Sean Aherne,own_221320,Arakan (USA),sir_3897313,Equation (IRE),dam_5144916
hrs_22748355,Shean Glory (IRE),Sean Aherne,trn_86913,Sean Aherne,own_221320,Fame And Glory (GB),sir_4871055,Dante's Queen (IRE),dam_5652367
hrs_30865464,The Border Boy (IRE),Sean Aherne,trn_86913,Sean Aherne,own_221320,Shirocco (GER),sir_4009460,The Clew Bay Fox (IRE),dam_3931221
hrs_27697355,Irish Panther (GB),E J O'Grady,trn_37161,Sean Bernardine Mulryan,own_1098164,Lucarno (USA),sir_4639740,Tyrana (GER),dam_4770493
hrs_32090667,Lark In The Mornin (GER),Joseph Patrick O'Brien,trn_289305,Sean Bernardine Mulryan,own_1098164,Soldier Hollow (GB),sir_3987102,Loyalty (GER),dam_22598100
hrs_36837108,Naturally Nimble (GER),Joseph Patrick O'Brien,trn_289305,Sean Bernardine Mulryan,own_1098164,Too Darn Hot (GB),sir_14985173,Namera (GER),dam_5574387
hrs_33096798,For Fear Of Frost (IRE),M F Morris,trn_35019,Sean Bernardine Mulryan,own_1098164,Mahler (GB),sir_4624179,Pop Princess (GB),dam_4453316
hrs_27221950,Best Years Yet (GB),Martin Brassil,trn_74322,Sean Bernardine Mulryan,own_1098164,Mastercraftsman (IRE),sir_4870369,Capriolla (GB),dam_4587646
hrs_29842484,Built By Ballymore (IRE),Martin Brassil,trn_74322,Sean Bernardine Mulryan,own_1098164,Flemensfirth (USA),sir_676046,Morning Supreme (IRE),dam_5055736
hrs_33164992,Don'tstopthemusic (IRE),Martin Brassil,trn_74322,Sean Bernardine Mulryan,own_1098164,Kayf Tara (GB),sir_3297462,Nova Cyngi (USA),dam_4733841
hrs_28903658,James's Gate (IRE),Martin Brassil,trn_74322,Sean Bernardine Mulryan,own_1098164,Shantou (USA),sir_740670,Annie May (IRE),dam_4935994
hrs_33930785,Ose Partir (FR),Martin Brassil,trn_74322,Sean Bernardine Mulryan,own_1098164,Doha Dream (FR),sir_6276900,Alix Pretty (FR),dam_6262102
hrs_33465285,Did I Ask You That (IRE),W P Mullins,trn_13275,Sean Bernardine Mulryan,own_1098164,Walk In The Park (IRE),sir_4218179,Ideal Song (IRE),dam_16840495
hrs_35625828,Gold In The Rivers (IRE),Gordon Elliott,trn_163305,Sean Bernardine Mulryanmrs J Magnier,own_1363004,Walk In The Park (IRE),sir_4218179,Aulne River (FR),dam_5661278
hrs_31725078,Oh So Charming (GB),Declan Queally,trn_71892,Sean Browne,own_739904,Charm Spirit (IRE),sir_5899537,Scattered Petals (IRE),dam_26874960
hrs_27428527,Watch The Weather (GB),R P Cody,trn_317862,Sean Connors,own_470300,Kayf Tara (GB),sir_3297462,Tinker's Burrow (GB),dam_5298279
hrs_40941901,Robbies Rock (GB),Gavin Cromwell,trn_160524,Sean Costine,own_1374356,Masar (IRE),sir_8866032,Sirens Rock (IRE),dam_9051938
hrs_10051468,Mastermind (IRE),Alan Fleming,trn_161451,Sean Cullen,own_1382324,Nathaniel (IRE),sir_5237701,Snow Gretel (IRE),dam_4532087
hrs_22033662,My Friend The Wind (IRE),E McNamara,trn_96120,Sean Curran,own_369196,Sholokhov (IRE),sir_3839283,A Stroke Of Luck (IRE),dam_6184493
hrs_37701468,Val Venus (IRE),P M Hurley,trn_52353,Sean Dalton,own_1376848,Valirann (FR),sir_5740378,Hurricane Debbie (IRE),dam_5138686
hrs_25040834,Surviving Murmansk (IRE),James M Barcoe,trn_254223,Sean Delaney,own_100260,The Carbon Unit (USA),sir_4265415,Born Innocent (IRE),dam_6955991
hrs_22805300,Dinamine (IRE),John C McConnell,trn_132759,Sean F Finnegan,own_359476,Red Jazz (USA),sir_5108635,Pardoned (IRE),dam_3596894
hrs_22888943,Limited Edition (GB),Keith Henry Clarke,trn_240705,Sean Fitzsimons,own_1223624,Al Kazeem (GB),sir_5377211,Hope And Fortune (IRE),dam_6095215
hrs_25000535,Duke Of Doyen (IRE),Darren Collins,trn_364617,Sean Gerard Duke,own_846424,Doyen (IRE),sir_3983700,Benefitthewest (IRE),dam_5274031
hrs_25664814,Inchiquin Star (IRE),Paul Stephen Kiely,trn_287091,Sean Harnedy,own_252528,Mount Nelson (GB),sir_4624228,Harbour Rose (GB),dam_10442530
hrs_41597122,Chancer Jack (IRE),Desmond Kenneally,trn_165978,Sean Joseph Allen,own_902516,Order Of St George (IRE),sir_6059046,Inlander (IRE),dam_24206091
hrs_412673079,She'll Be Kept (IRE),Sean Joseph Allen,trn_377667,Sean Joseph Allen,own_902516,Order Of St George (IRE),sir_6059046,Be My Westerner (IRE),dam_9924264
hrs_30527700,Dark Image (GB),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Awtaad (IRE),sir_6124769,Cool Kitten (IRE),dam_5135641
hrs_35650195,Fast Felix (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Milan (GB),sir_3734157,Tear Drops (IRE),dam_5222945
hrs_30454508,Granda George (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Mamool (IRE),sir_3851638,Sinead's Shantou (IRE),dam_30454697
hrs_412672897,Herbies Rover (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Mount Nelson (GB),sir_4624228,Kala Minstrel (IRE),dam_10731483
hrs_28739039,Ma Hoey (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Mahler (GB),sir_4624179,Lady Of Fortune (IRE),dam_4135103
hrs_34571635,Ollie La Ba Ba (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Champs Elysees (GB),sir_4532486,Vestale (GB),dam_3699346
hrs_35336203,Tropical Image (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Soldier Of Fortune (IRE),sir_4624284,Tropical Love (IRE),dam_22625631
hrs_35025550,Younowhatimean (IRE),Eoin Christopher McCarthy,trn_235116,Sean Maguire,own_201756,Jet Away (GB),sir_5333650,First Beauty (IRE),dam_5012574
hrs_11067182,Avec Espoir (GB),V T O'Brien,trn_12510,Sean Obrien,own_120720,Flying Legend (USA),sir_3133088,Still Runs Deep (GB),dam_4233026
hrs_25867177,Leis Fein (IRE),V T O'Brien,trn_12510,Sean Obrien,own_120720,Jeremy (USA),sir_4495463,Twilight Solace (IRE),dam_5669076
hrs_45887807,Swing Time (IRE),V T O'Brien,trn_12510,Sean Obrien,own_120720,Pour Moi (IRE),sir_5389447,Europa (GER),dam_5991678
hrs_18645662,Home By The Lee (IRE),Joseph Patrick O'Brien,trn_289305,Sean Odriscoll,own_477296,Fame And Glory (GB),sir_4871055,Going For Home (IRE),dam_4433457
hrs_37790060,Walk In The Shadow (IRE),Ciaran Murphy,trn_342693,Sean Reilly,own_358952,Walk In The Park (IRE),sir_4218179,Corskeagh Shadow (IRE),dam_5115936
hrs_39807999,Prairie Angel (IRE),Joseph Patrick O'Brien,trn_289305,Sean Sweeney Kieran Ohare,own_907116,Territories (IRE),sir_6051941,Polka Dot (IRE),dam_4827886
hrs_35714371,Pretty Company (IRE),Sean Thomas Doyle,trn_206622,Sean Thomas Doyle,own_997452,Fast Company (IRE),sir_4759678,Pretty Bonnie (GB),dam_4772341
