horse_id,horse,trainer,trainer_id,owner,owner_id,sire,sire_id,dam,dam_id
hrs_33465306,Staffordshire Knot (IRE),Gordon Elliott,trn_163305,Caldwell Construction Ltd,own_1235284,Shantou (USA),sir_740670,Ned's Joy (IRE),dam_23013578
hrs_34788901,Tactical Affair (FR),Gordon Elliott,trn_163305,Caldwell Construction Ltd,own_1235284,No Risk At All (FR),sir_5221342,Codrina (FR),dam_5844587
hrs_28824866,Thegingrin (IRE),Gordon Elliott,trn_163305,Caldwell Construction Ltd,own_1235284,Milan (GB),sir_3734157,Niamh's Away (IRE),dam_20324626
hrs_29622635,Why Delilah (IRE),Gordon Elliott,trn_163305,Caldwell Construction Ltd,own_1235284,Champs Elysees (GB),sir_4532486,Wurfklinge (GER),dam_3984281
hrs_36515115,Pinyon Jay (FR),Gordon Elliott,trn_163305,Call It What You Like Syndicate,own_858436,Choeur Du Nord (FR),sir_6179754,Queen's Theatre (FR),dam_4928140
hrs_36779862,Caman Eileen (IRE),W P Mullins,trn_13275,Caman Racing Club,own_1268988,Gutaifan (IRE),sir_6208167,Talon Bleu (FR),dam_5049975
hrs_28295176,Single Edition (IRE),Nigel Thomas Slevin,trn_286938,Camillus Slevin,own_506248,Buratino (IRE),sir_6167980,Air Of Mystery (GB),dam_5992035
hrs_24434354,Pidoyne (IRE),Henry De Bromhead,trn_11241,Camphor Syndicate,own_640936,Fast Company (IRE),sir_4759678,Saytara (IRE),dam_5548487
hrs_33660242,Cappucino (IRE),Liz Doyle,trn_126675,Cappucino Partnership,own_1315340,Westerner (GB),sir_3927665,Alliss (IRE),dam_33660235
hrs_32061715,Shes My Getaway (IRE),M A Cahill,trn_182250,Caroline O Hanlon,own_1188580,Getaway (GER),sir_4602430,Special Case (IRE),dam_4026372
hrs_29816626,Warm In Gorey (IRE),P J Rothwell,trn_122130,Carrigroe Gaels Syndicate,own_1291580,Sageburg (IRE),sir_4782463,Ebony Empress (IRE),dam_5871698
hrs_27140036,Riyami (IRE),Denis Gerard Hogan,trn_196911,Carthy Rogers Obrien Partnership,own_1362040,Fastnet Rock (AUS),sir_4175850,Riyaba (IRE),dam_11008655
hrs_33465362,She's On Line (IRE),Eoin Christopher McCarthy,trn_235116,Cashel Sarsfields Syndicate,own_1303320,Ocovango (GB),sir_5603829,Seagulls Dance (IRE),dam_4757725
hrs_31381357,Warrior Lion (GB),Moses McCabe,trn_147060,Castle Lad Syndicate,own_1350532,Roaring Lion (USA),sir_11016229,Stroll Patrol (GB),dam_6054930
hrs_28930909,Arthor (IRE),James Joseph Mangan,trn_30699,Castleconna Syndicate,own_1256120,Flemensfirth (USA),sir_676046,Presenting Juno (IRE),dam_5713771
hrs_27684517,I Am Spider Man (IRE),C Byrnes,trn_80190,Cathal Byrnes,own_1179848,Walk In The Park (IRE),sir_4218179,Laurens Trix (IRE),dam_11757676
hrs_31117870,Redcliff Glen (GER),C Byrnes,trn_80190,Cathal Byrnes,own_1179848,Gleneagles (IRE),sir_6014925,Relevant (IRE),dam_10273256
hrs_27237721,Redwood Queen (IRE),C Byrnes,trn_80190,Cathal Byrnes,own_1179848,Mahler (GB),sir_4624179,Blackberry Lass (IRE),dam_27237714
hrs_30315817,The Mass Path (IRE),C Byrnes,trn_80190,Cathal Byrnes,own_1179848,Califet (FR),sir_3769220,Mugs In Milan (IRE),dam_17571183
hrs_21342993,Victory Star (GB),C Byrnes,trn_80190,Cathal Byrnes,own_1179848,Night Of Thunder (IRE),sir_5876514,Oud Metha (GB),dam_21343028
hrs_33274759,Westport Cove (FR),W P Mullins,trn_13275,Cathal Hughes,own_996116,Muhtathir (GB),sir_3276504,Reine Pieuse (FR),dam_6192599
hrs_29675240,Falvio (POL),C A McBratney,trn_99351,Cathal M Mcgovern,own_242364,Ecosse (FR),sir_5916442,Finiszova (IRE),dam_22705403
hrs_29212946,Superdermo (IRE),Gavin Cromwell,trn_160524,Cathal M Mcgovern,own_242364,Alkaadhem (GB),sir_4077878,Lucys Mate (IRE),dam_4676133
hrs_29842449,Emily In Paris (IRE),D E Fitzgerald,trn_135900,Cathal Mcdaid,own_1173368,Champs Elysees (GB),sir_4532486,Flora's Pride (GB),dam_5076414
hrs_24206238,He Fitz In (IRE),D E Fitzgerald,trn_135900,Cathal Mcdaid,own_1173368,Morozov (USA),sir_3922548,Shuil Direach (IRE),dam_4581654
hrs_39450754,Tint And Glow (IRE),D E Fitzgerald,trn_135900,Cathal Mcdaid,own_1173368,Mount Nelson (GB),sir_4624228,Miss Gannet (IRE),dam_39450747
hrs_15687504,No Trouble (IRE),John C McConnell,trn_132759,Cathal Mcguckin Claire Wylie,own_1309916,No Nay Never (USA),sir_5874547,Lady Babooshka (GB),dam_15687602
hrs_44199099,Comeragh Diamond (IRE),John Queally,trn_38331,Cdckk Syndicate,own_1392516,Highland Reel (IRE),sir_5957532,Syamantaka (IRE),dam_13672302
hrs_18512606,Hereditary Rule (IRE),John C McConnell,trn_132759,Cf Syndicate,own_1125868,Imperial Monarch (IRE),sir_5412708,Miss Ogan (IRE),dam_5096147
hrs_30344720,Grannys Yaris (IRE),Nigel Thomas Slevin,trn_286938,Charles Flattery,own_811000,Jet Away (GB),sir_5333650,Kerso (IRE),dam_5306847
hrs_38666537,John Coffey (IRE),Turlough O'Connor,trn_269883,Charles J Oconnor,own_950488,Watar (IRE),sir_4840283,Red Chili (IRE),dam_5235279
hrs_21173831,Pictures Of Home (GB),T M Walsh,trn_46908,Charles Wentworth,own_598700,Gentlewave (IRE),sir_4572834,Blue Ride (IRE),dam_3927406
hrs_18414543,The Mpex Kid (IRE),Ciaran Murphy,trn_342693,Charlestown Dancers Syndicate,own_1334112,Tamayuz (GB),sir_4817246,Startarette (USA),dam_4647279
hrs_29409492,Nas Na Riogh (IRE),Henry De Bromhead,trn_11241,Charlie Doocey Mark Doocey Cathal Doocey,own_1348680,Walk In The Park (IRE),sir_4218179,Babygotback (IRE),dam_6310311
hrs_24506741,Hurricane Joey (IRE),Charlie Keegan,trn_201366,Charlie Keegan,own_765620,Palavicini (USA),sir_4868710,Dona Alba (IRE),dam_4798941
hrs_29691235,Western Comandor (IRE),Andrew McNamara,trn_285435,Chasers Pints Syndicate,own_1002228,Elusive Pimpernel (USA),sir_5164180,Western Rose (IRE),dam_4756353
hrs_32682650,Mahon's Way (IRE),Henry De Bromhead,trn_11241,Cheveley Park Stud,own_64420,Walk In The Park (IRE),sir_4218179,Allys Bubble (IRE),dam_4848942
hrs_20324311,Sir Gerhard (IRE),W P Mullins,trn_13275,Cheveley Park Stud,own_64420,Jeremy (USA),sir_4495463,Faanan Aldaar (IRE),dam_5556355
hrs_29735384,Tullyhill (FR),W P Mullins,trn_13275,Cheveley Park Stud,own_64420,Martaline (GB),sir_3862593,Ragtime (FR),dam_29283352
hrs_22680700,Lorca (GER),E J O'Grady,trn_37161,Christine Plumbly,own_1100076,Lucky Lion (GB),sir_5939276,Livia's Wake (IRE),dam_5309318
hrs_18240460,Legacy Of Dreams (FR),P J Rothwell,trn_122130,Christopher Beirne,own_587084,Sea's Legacy (IRE),sir_4691470,Birdream (FR),dam_4456396
hrs_36527953,Del Posto (GB),W J Lanigan,trn_64782,Christopher Neville,own_1172752,Magna Grecia (IRE),sir_14902776,Prosper (GB),dam_7967092
hrs_19477801,Calahill (IRE),Cian Collins,trn_355860,Cian Collins,own_1340960,Califet (FR),sir_3769220,Haltons Hill (IRE),dam_5985182
hrs_34774957,Halla Paroiste (IRE),Cian Collins,trn_355860,Cian Collins,own_1340960,Parish Hall (IRE),sir_5472894,Gilded Butterfly (USA),dam_5191095
hrs_29621823,Solly Attwell (IRE),Cian Collins,trn_355860,Cian Collins,own_1340960,Vendangeur (IRE),sir_4595990,Polly Anthus (GB),dam_3871336
hrs_32090632,Ifitwasme (IRE),E McNamara,trn_96120,Cian Wilmot Damien Wilmot Joe Wilmot Mike Wilmot,own_1265296,Dragon Pulse (IRE),sir_5507334,Blue Dune (GB),dam_5716613
hrs_32277217,Annalough (IRE),Mark Michael McNiff,trn_176661,Ciaran J Grogan,own_1289864,Mastercraftsman (IRE),sir_4870369,Watsdaplan (IRE),dam_7004543
hrs_34457115,Balally Park (IRE),Thomas Cooper,trn_39654,Ciaran John Mooney,own_1087788,Walk In The Park (IRE),sir_4218179,Endless Moments (IRE),dam_5308751
hrs_34166699,Brave Adam (IRE),Thomas Cooper,trn_39654,Ciaran John Mooney,own_1087788,Brave Mansonnien (FR),sir_4724783,Genifique (FR),dam_17851855
hrs_33660270,D Art D Art (FR),Thomas Cooper,trn_39654,Ciaran John Mooney,own_1087788,Jeu St Eloi (FR),sir_6006707,Fleur Du Brizais (FR),dam_33660263
hrs_29801163,Garrybello (FR),Thomas Cooper,trn_39654,Ciaran John Mooney,own_1087788,Ballingarry (IRE),sir_3842790,Bel Jouvence (FR),dam_29801156
hrs_28916538,Icare d'Aubrelle (FR),Thomas Cooper,trn_39654,Ciaran John Mooney,own_1087788,Saint Des Saints (FR),sir_3816407,Aseelah (FR),dam_6045109
hrs_34598172,Jeu De Pic (FR),Thomas Cooper,trn_39654,Ciaran John Mooney,own_1087788,Racinger (FR),sir_4486762,Demoiselle De Pic (FR),dam_34598165
hrs_34073165,Butcher Hollow (IRE),Thomas Cooper,trn_39654,Ciaran John Mooney John Francis Ryan,own_1347756,Kingston Hill (GB),sir_5917226,Kiltiernan Lilly (IRE),dam_34073620
hrs_27139987,Chatterbox (IRE),John Joseph Murphy,trn_44919,Ciaran Russell,own_1000392,Fast Company (IRE),sir_4759678,Kiss Goodnight (IRE),dam_5757003
hrs_34598214,Nevereverever (IRE),John Joseph Murphy,trn_44919,Ciaran Russell,own_1000392,Carlotamix (FR),sir_4494112,Humblebee (GB),dam_5587064
hrs_37303623,Stellar Jury (GB),V C Ward,trn_109755,Cill Choca Syndicate,own_605800,Jukebox Jury (IRE),sir_4966836,Compelled (IRE),dam_5028485
hrs_21204253,Herculaneum (IRE),Noel C Kelly,trn_159876,Cill Iseal Syndicate,own_701808,Australia (GB),sir_5785444,Jellett (IRE),dam_5076267
hrs_6545987,Smitty Bacall (IRE),J P Flavin,trn_342801,Circle Of Six Syndicate,own_615276,Marienbard (IRE),sir_3638705,Beths Bell (IRE),dam_4683700
hrs_21526659,Clonbury Bridge (IRE),J P Dempsey,trn_147078,Cj T Syndicate,own_707824,Presenting (GB),sir_676165,Ballycloven Oscar (IRE),dam_5885348
hrs_28220507,Miners Bridge (IRE),S Curling,trn_201789,Ckc Syndicate,own_252552,Mahler (GB),sir_4624179,Derrylea Girl (IRE),dam_5650988
hrs_39959710,Burren View (IRE),Thomas S Costello,trn_52560,Claire Costello,own_1321248,Mahler (GB),sir_4624179,Bord De Loire (FR),dam_24675609
hrs_25867240,Bella Bliss (IRE),John C McConnell,trn_132759,Claire Wylie Mark Devlin,own_1314224,Getaway (GER),sir_4602430,Izabelle Amie (IRE),dam_5686415
hrs_7988547,Wild Shot (GB),Noel C Kelly,trn_159876,Claire Wylie Mark Mcguckin,own_1370872,So You Think (NZ),sir_5197836,Highland Shot (GB),dam_3839220
hrs_32638158,Milteye (GB),E J O'Grady,trn_37161,Class Of 67 Racing Club,own_1024416,Cable Bay (IRE),sir_5860085,Fondie (IRE),dam_6306923
hrs_23643242,Barnacullia (IRE),Michael Mulvany,trn_161460,Clearys Syndicate,own_1202120,Ocovango (GB),sir_5603829,For Lena (IRE),dam_5487979
hrs_412712069,Galileo Springs (IRE),Martin Brassil,trn_74322,Click Collect Racing Syndicate,own_1378044,Galileo Gold (GB),sir_6232947,Maghzaa (IRE),dam_11001270
hrs_34073207,Mossy Fen Park (IRE),Henry De Bromhead,trn_11241,Clipper Logistics,own_629448,Walk In The Park (IRE),sir_4218179,Msmilan (IRE),dam_6577459
hrs_38532900,Sporting Glory (IRE),P A Fahy,trn_62019,Clipper Logistics,own_629448,Fame And Glory (GB),sir_4871055,Las Princess (IRE),dam_9984184
hrs_29622019,Champagne Admiral (IRE),P A Fahy,trn_62019,Clipper Logistics Group Ltd,own_682192,Mount Nelson (GB),sir_4624228,Megan's Bay (GB),dam_4077283
hrs_27664721,Special Cadeau (GB),W P Mullins,trn_13275,Clipper Logistics Group Ltd,own_682192,Nathaniel (IRE),sir_5237701,Speciosa (IRE),dam_4476906
hrs_28517419,Western Diego (IRE),W P Mullins,trn_13275,Clipper Logistics Group Ltd,own_682192,Westerner (GB),sir_3927665,Ask Me Sister (IRE),dam_4926656
hrs_30016280,Michal (IRE),C A Murphy,trn_127323,Close The Door Syndicate,own_1374800,Walk In The Park (IRE),sir_4218179,Davids Delight (IRE),dam_5383357
hrs_37068136,Get In Line (IRE),W P Mullins,trn_13275,Closutton Racing Club,own_614876,Getaway (GER),sir_4602430,Pepelina (IRE),dam_5629134
hrs_40767223,Minority Interest (IRE),P J Rothwell,trn_122130,Cluain Abhann Racing Syndicate,own_890404,Lauro (GER),sir_4609528,Carleys Quest (IRE),dam_40767216
hrs_38002377,Del Girl (IRE),Shane Crawley,trn_259740,Cock Bull Pub Syndicate,own_1326564,Mount Nelson (GB),sir_4624228,Court Challenge (IRE),dam_6161351
hrs_35137249,St Laurence's Gate (IRE),James M Barrett,trn_43722,Coleman Carroll,own_1319768,Holy Roman Emperor (IRE),sir_4602234,Maid For Sunshine (GB),dam_31660867
hrs_18517800,Getawiggleon (FR),Michael Hourigan,trn_34974,Colin Gray,own_893412,Rio De La Plata (USA),sir_4780916,Mrs Gregory (IRE),dam_6041651
hrs_34637939,Pointe A Pitre (FR),Paul Nolan,trn_86823,Colm Browne,own_784528,Kapgarde (FR),sir_3993948,Baie Mahaut (FR),dam_34637932
hrs_42042098,Strandhill Bay (IRE),Brian M McMahon,trn_259749,Colm Hayden,own_493948,Elusive Pimpernel (USA),sir_5164180,Kimberely Bay (IRE),dam_5130062
hrs_35686455,Wild Mandate (IRE),Mark Michael McNiff,trn_176661,Colm Hayden,own_493948,Strong Mandate (USA),sir_5908259,Elegantly Wild (IRE),dam_14285152
hrs_23332407,Drumbear (GB),John C McConnell,trn_132759,Colm Herron James Porter,own_1248308,So You Think (NZ),sir_5197836,Rule Britannia (GB),dam_3955259
hrs_33903975,Portnacoo (IRE),Jamie Albert Sloan,trn_355041,Colm Teggart,own_1307484,Morozov (USA),sir_3922548,Lady Shanrod (IRE),dam_21395612
hrs_30822183,Mile End (GB),Ciaran Murphy,trn_342693,Colm White,own_623288,Expert Eye (GB),sir_10504137,Roulette (GB),dam_10782520
hrs_27040454,Grappa Nonino (IRE),D K Weld,trn_9090,Colvin G Ryan,own_1014252,Teofilo (IRE),sir_4546038,Antique Platinum (IRE),dam_6016640
hrs_32277245,Votre Homme (IRE),D K Weld,trn_9090,Colvin G Ryan,own_1014252,Teofilo (IRE),sir_4546038,Elouges (IRE),dam_5547759
hrs_37303609,Mason Lady (IRE),S Slevin,trn_103032,Come Out Of It Syndicate,own_1388660,Sandmason (GB),sir_3548951,Star Brook (IRE),dam_5151426
hrs_412693036,Shadow Paddy (IRE),Eoin Christopher McCarthy,trn_235116,Complete Package Syndicate,own_1337224,Shadow Gate (JPN),sir_4473637,Supreme Island (IRE),dam_5502154
hrs_18892265,Well Polly (IRE),Miss J M Lee,trn_279360,Con Donegan,own_1210552,Gold Well (GB),sir_4009047,Polly Anthus (GB),dam_3871336
hrs_22372581,Marks Bear (IRE),W J Burke,trn_16614,Conna Enclosure Syndicate,own_515876,Kodi Bear (IRE),sir_5988948,Elizabeth Swann (GB),dam_4706590
hrs_30208486,Truckers Cruising (IRE),W J Burke,trn_16614,Conna Enclosure Syndicate,own_515876,Flemensfirth (USA),sir_676046,Cruising Katie (IRE),dam_4745790
hrs_19406821,Craic Eile (IRE),David Kenneth Budds,trn_148131,Connery Family Syndicate,own_924808,Palavicini (USA),sir_4868710,Joyful Spirit (IRE),dam_5525219
hrs_40668978,Fortunate Outcome (IRE),Brian M McMahon,trn_259749,Conor Con Partnership,own_1045712,Soldier Of Fortune (IRE),sir_4624284,Rock's Field (IRE),dam_5831315
hrs_40920131,Dream Diamond (IRE),Michael G Kennedy,trn_273726,Conor J Murphy,own_926872,Diamond Boy (FR),sir_5181561,Curvacious (IRE),dam_5267521
hrs_28651553,Magic Conqueror (IRE),Michael G Kennedy,trn_273726,Conor J Murphy,own_926872,Presenting (GB),sir_676165,Conquering Queen (IRE),dam_18645382
hrs_27237651,Shantou Show (IRE),R P Cody,trn_317862,Conor Mohan,own_1321244,Shantou (USA),sir_740670,Oscar Show (IRE),dam_27250972
hrs_30138115,Ballycashin (IRE),Anthony Mullins,trn_28521,Cora Greene Vera Deegan,own_1268856,Flemensfirth (USA),sir_676046,Midsummer Drama (IRE),dam_5632508
hrs_39941125,Bernie's Legacy (FR),Paul Nolan,trn_86823,Cormac Loughlin,own_1365968,Alianthus (GER),sir_5052313,Eau Et Sable (FR),dam_22872164
hrs_34678483,Big Dispute (IRE),Con McSweeney,trn_370620,Cornelius Mcsweeney,own_1314688,French Navy (GB),sir_5351703,Katies Crown (IRE),dam_3936023
hrs_30016266,Rebel Treaty (IRE),Con McSweeney,trn_370620,Cornelius Mcsweeney,own_1314688,Ol' Man River (IRE),sir_5957350,Almnadia (IRE),dam_3826816
hrs_27983305,Russellsbelle (IRE),Con McSweeney,trn_370620,Cornelius Mcsweeney,own_1314688,Power (GB),sir_5454624,Bryanstown Girl (IRE),dam_5603675
hrs_32277210,Expound (GB),Denis Gerard Hogan,trn_196911,Corner House Syndicate,own_244648,Ulysses (IRE),sir_6125343,Entity (GB),dam_6054349
hrs_15268645,Take A Punt (IRE),Brendan Maurice Walsh,trn_359820,Corran Racing Syndicate,own_1065692,Mahler (GB),sir_4624179,Puntabrook (IRE),dam_5088524
hrs_39431938,Scotch Street (IRE),Cian Collins,trn_355860,Correna Bowe,own_1387244,Pillar Coral (GB),sir_7976311,The Cookie Jar (IRE),dam_5846652
hrs_42880733,Couldntmakeitup (IRE),J A Nash,trn_189837,Couldnt Make It Up Syndicate,own_1386264,Court Cave (IRE),sir_4123686,Sophie Rose (IRE),dam_5777268
hrs_32881499,Cresthill (IRE),Michael Flannery,trn_65025,Craic At The Top Syndicate,own_1395760,Soldier Of Fortune (IRE),sir_4624284,Fashion Target (IRE),dam_6420561
hrs_30941071,Mr Lincoln (GB),Joseph G Murphy,trn_41148,Crampscastle Bloodstock Ltd,own_1201384,Dark Angel (IRE),sir_4701529,The Miniver Rose (IRE),dam_4878573
hrs_35512610,Walmix (FR),Anthony Mullins,trn_28521,Crampton Cloudsdale Partnership,own_1373060,Gemix (FR),sir_5384960,Walsamelle (FR),dam_34268577
hrs_28999831,Wrecking Ball Paul (IRE),Paul Mulligan,trn_355995,Crane Crew Syndicate,own_1256652,Jet Away (GB),sir_5333650,Virginia Rose (IRE),dam_4508882
hrs_29226904,Fancy Girl (IRE),W P Mullins,trn_13275,Creighton Family,own_1133088,Champs Elysees (GB),sir_4532486,Chase The Favorite (IRE),dam_5162598
hrs_27888889,Clonshire River (IRE),Eddie & Patrick Harty,trn_346563,Crevan Ogrady C Oneill,own_1255276,Pour Moi (IRE),sir_5389447,Aiyana (GB),dam_5869458
hrs_38305484,Beaufort Scale (IRE),Gordon Elliott,trn_163305,Crocodile Pockets Syndicate,own_1130388,Sholokhov (IRE),sir_3839283,Carrigeen Aspen (IRE),dam_5848248
hrs_34166818,Lightkeeper (IRE),Gordon Elliott,trn_163305,Crocodile Pockets Syndicate,own_1130388,Walk In The Park (IRE),sir_4218179,Our Victoria (IRE),dam_5226137
hrs_34166979,Lough Owel (IRE),Gordon Elliott,trn_163305,Crocodile Pockets Syndicate,own_1130388,Hillstar (GB),sir_5600931,Luanna (IRE),dam_10416455
hrs_34788978,Ocean Brew (IRE),Gordon Elliott,trn_163305,Crocodile Pockets Syndicate,own_1130388,Westerner (GB),sir_3927665,Diorissima (GER),dam_5201938
hrs_27428730,Ringcraft (IRE),Gordon Elliott,trn_163305,Crocodile Pockets Syndicate,own_1130388,Milan (GB),sir_3734157,Regal Force (IRE),dam_4374027
hrs_34253765,Jeriko De Baune (FR),Philip Fenton,trn_146493,Crohane Town Country Syndicate,own_1310688,Castle Du Berlais (FR),sir_6838293,Nouvelle D'Estruval (FR),dam_4450425
hrs_21221921,Rock Of Tuskar (IRE),Paul Nolan,trn_86823,Cross Of Kilrane Syndicate,own_1146520,Carlotamix (FR),sir_4494112,Wilderness Fox (IRE),dam_4591377
hrs_29622628,River Tara (IRE),W P Mullins,trn_13275,Curb Your Enthusiasm Syndicate,own_632716,Kayf Tara (GB),sir_3297462,Aulne River (FR),dam_5661278
hrs_38305358,Doyen Evening (IRE),Cian Collins,trn_355860,D 4 Leaf Shamrock Partnership,own_1391076,Doyen (IRE),sir_3983700,Flemins Evening (IRE),dam_16423512
hrs_15170659,Turf Range (IRE),D Broad,trn_124830,D A Mulligan,own_974540,Canford Cliffs (IRE),sir_5126478,Petit Chou (IRE),dam_5106024
hrs_35068705,Burvea (IRE),D Broad,trn_124830,D Broad,own_1103744,Buratino (IRE),sir_6167980,Monivea (IRE),dam_4952955
hrs_32996439,Apples In Winter (IRE),Liam Casey,trn_117072,D Casey,own_85976,Imperial Monarch (IRE),sir_5412708,Garden Heaven (IRE),dam_3916255
hrs_23332603,Imperial Tune (IRE),Liam Casey,trn_117072,D Casey,own_85976,Imperial Monarch (IRE),sir_5412708,Bluebell Lass (IRE),dam_23339463
hrs_20092870,Captain Jimmy (IRE),Patrick G Kelly,trn_37827,D Cunningham,own_578216,Gold Well (GB),sir_4009047,Foreign Estates (IRE),dam_3695909
hrs_27040538,Clyde The Glide (IRE),Patrick G Kelly,trn_37827,D Cunningham,own_578216,Presenting (GB),sir_676165,Wicket Maiden (GB),dam_17950485
hrs_24066735,Friends N Commerce (IRE),Patrick G Kelly,trn_37827,D Cunningham,own_578216,Sholokhov (IRE),sir_3839283,Shuil Mo Ghra (IRE),dam_4936995
hrs_39978260,Kinski (FR),Patrick G Kelly,trn_37827,D Cunningham,own_578216,Vision D'Etat (FR),sir_4905250,Katkota (FR),dam_5912669
hrs_33478942,Trackman Tommy (IRE),Patrick G Kelly,trn_37827,D Cunningham,own_578216,Notnowcato (GB),sir_4128446,Outback Ivy (IRE),dam_4534866
hrs_42042091,Psycho Sid (IRE),Seamus Fahey,trn_48186,D D Ryan,own_1245712,Casamento (IRE),sir_5322954,Pageos (IRE),dam_6262466
hrs_36878660,Pirate Island (IRE),Philip Fenton,trn_146493,D D Sheehan,own_448624,Soldier Of Fortune (IRE),sir_4624284,Sweet Harry (FR),dam_23716210
hrs_11890312,Steelers Appeal (IRE),D E Prendergast,trn_144477,D E Prendergast,own_497748,Beneficial (GB),sir_530859,Rose Of Appeal (IRE),dam_4260900
hrs_22857534,Loup De Tallane (FR),Eoin Griffin,trn_72864,D Field Eddie Aylward,own_1189608,Loup Breton (IRE),sir_4748163,Tallane (FR),dam_22857527
hrs_24228750,Wellington Hill (IRE),Ms Margaret Mullins,trn_141975,D Furini Ms Margaret Mullins,own_1208808,Yeats (IRE),sir_4086887,Jaldemosa (FR),dam_4184383
hrs_8098076,Joke Dancer (GB),Patrick Griffin,trn_28512,D G Pryde D P Van Der Hoeven,own_985272,Authorized (IRE),sir_4645585,Missy Dancer (GB),dam_3818248
hrs_37504313,Scriabin (FR),Patrick Griffin,trn_28512,D G Pryde William Pryde,own_1376024,Fly With Me (FR),sir_5863004,Starlin (FR),dam_4509295
hrs_38666397,Whatyouwant (IRE),Michael C Griffin,trn_36738,D Grealish,own_471784,Ocovango (GB),sir_5603829,Sea Maiden (IRE),dam_5014114
hrs_36528030,Minton (IRE),Mrs Jayne Hearne,trn_340263,D Hearne,own_930148,James Garfield (IRE),sir_10320268,Drifting (IRE),dam_4623192
hrs_22939973,River Derwent (GB),Thomas Coyle,trn_278721,D J Byrne,own_1201244,Kingman (GB),sir_5880140,Just Wood (FR),dam_3760519
hrs_35351281,Lucky Storm (IRE),Gordon Elliott,trn_163305,D J Costello,own_1322324,Lucky Speed (IRE),sir_5850733,Glin Storm (IRE),dam_35351274
hrs_40166063,Infatuator (IRE),R Donohoe,trn_108468,D Joyce,own_487316,Churchill (IRE),sir_6345339,Steel Princess (IRE),dam_4173834
hrs_27329316,Castlenagree (IRE),D M Christie,trn_120897,D M Christie,own_166456,Conduit (IRE),sir_4799018,Pertinent Point (IRE),dam_4654433
hrs_37576644,Western Ability (IRE),D M Christie,trn_120897,D M Christie,own_166456,Westerner (GB),sir_3927665,Ability To Burn (IRE),dam_30150442
hrs_18133997,Rochestown (IRE),Brendan Maurice Walsh,trn_359820,D M Omeara,own_173432,Mustameet (USA),sir_4080405,Night Cry (IRE),dam_4475324
hrs_29522892,Popova (IRE),Henry De Bromhead,trn_11241,D Maughan,own_1259156,Ruler Of The World (IRE),sir_5602394,Meon Mix (GB),dam_4756262
hrs_22137808,Getaclan (IRE),D McNamara,trn_201636,D Mcnamara,own_1271184,Getaway (GER),sir_4602430,Clan Music (IRE),dam_4463179
hrs_23979725,Mourne Mist (IRE),D McNamara,trn_201636,D Mcnamara,own_1271184,Mountain High (IRE),sir_4270791,Dark Mist (IRE),dam_5039020
hrs_34859965,Racing Daisy (IRE),D McNamara,trn_201636,D Mcnamara,own_1271184,Imperial Monarch (IRE),sir_5412708,Nora D (IRE),dam_5283607
hrs_30865548,Florida Taiga (IRE),S M Duffy,trn_186111,D N Keogh Partnership,own_1379420,Free Eagle (IRE),sir_5783750,Antique Platinum (IRE),dam_6016640
hrs_34253408,Jewel Of Windsor (FR),Emmet Mullins,trn_278739,Dalton Digger Hayes Partnership,own_1370824,It's Gino (GER),sir_4848690,Sacree Mome (FR),dam_9759204
hrs_28891485,Titanium (FR),Ciaran Murphy,trn_342693,Damian C Nolan D P Kilmurray Liam Gavin Kieran Clarke,own_1378872,Zarak (FR),sir_6319173,Kyurem (IRE),dam_5766530
hrs_28824838,Kalanisi Flash (IRE),John C McConnell,trn_132759,Damian Lavelle,own_695016,Kalanisi (IRE),sir_3366048,Pistol Flash (IRE),dam_4706499
hrs_34598004,Aeros Luck (IRE),Gavin Cromwell,trn_160524,Damien Dillon,own_1260004,My Dream Boat (IRE),sir_6044185,Sapere Aude (IRE),dam_34597997
hrs_33875471,Dark Viper (GB),Mrs John Harrington,trn_11565,Dan Kiely,own_1287124,Dark Angel (IRE),sir_4701529,Grande Bleue (IRE),dam_7687799
hrs_41813884,Diamonds Diva (IRE),Mrs John Harrington,trn_11565,Dan Kiely Brian Hannon M Stafford,own_1381400,Walk In The Park (IRE),sir_4218179,Classic Theatre (IRE),dam_8042230
hrs_33274913,Beau Walking (IRE),Mrs John Harrington,trn_11565,Dan Kiely Chris Dineen,own_1320996,Walk In The Park (IRE),sir_4218179,Beau Bridget (IRE),dam_4523274
hrs_13285139,The Very Man (IRE),Mrs John Harrington,trn_11565,Dan Kiely Rob Kearney,own_1248544,Jeremy (USA),sir_4495463,Mill Meadow (IRE),dam_13285132
hrs_34253499,Annie Questions (IRE),Patrick Cronin,trn_190116,Daniel Cronin,own_1326160,Ask (GB),sir_4538492,Rock On Annie (IRE),dam_5993904
hrs_34652758,Jay Pee M (IRE),Daniel William O'Sullivan,trn_145530,Daniel Osullivan,own_507800,Valirann (FR),sir_5740378,Witchesintune (GB),dam_5619523
hrs_21163471,Rebelle Chaud (IRE),Alan Donoghue,trn_331911,Danielle Deveney,own_1145648,Fame And Glory (GB),sir_4871055,Bay Rebel (IRE),dam_5108103
hrs_42073682,The Dagda (IRE),Paul John Gilligan,trn_117756,Dapper Dans Syndicate,own_1391108,Sans Frontieres (IRE),sir_4989285,Fashion Island (IRE),dam_42073675
