race_id,race_name,course
rac_11381864,Pepsico (Walkers Snacks) Hurdle,Down Royal (IRE)
rac_11381851,Linden Foods Maiden Hurdle,Down Royal (IRE)
rac_11381838,Kerry Foods Handicap Hurdle,Down Royal (IRE)
rac_11381825,Hovis (Prev. Premier Bakeries Ireland) Mares Maiden Hurdle,Down Royal (IRE)
rac_11381812,Dale Farm Dromona 3-Y-O Hurdle,Down Royal (IRE)
rac_11388689,Kilbeggan Handicap Hurdle,Kilbeggan (IRE)
rac_11388676,Follow Kilbeggan On Instagram Maiden Hurdle,Kilbeggan (IRE)
rac_11388663,Racing Again On Friday Handicap Hurdle,Kilbeggan (IRE)
rac_11388650,Kilbeggan Racecourse Novice Handicap Hurdle,Kilbeggan (IRE)
rac_11388637,www.kilbegganraces.com Mares Maiden Hurdle,Kilbeggan (IRE)
rac_11388624,Follow Kilbeggan On Facebook Mares Handicap Hurdle,Kilbeggan (IRE)
rac_11388611,KilbegganRaces.com Maiden Hurdle,Kilbeggan (IRE)
rac_11390184,Seán Daly Cornaher Memorial Opportunity Handicap Hurdle,Kilbeggan (IRE)
rac_11390171,Adare Manor Opportunity Maiden Hurdle,Kilbeggan (IRE)
rac_11390158,Pat Doyle Memorial Handicap Hurdle,Kilbeggan (IRE)
rac_11390145,Sean Hughes Memorial Maiden Hurdle,Kilbeggan (IRE)
rac_11393551,Galway Handicap Hurdle (Div II),Galway (IRE)
rac_11391848,Galway Handicap Hurdle (Div I),Galway (IRE)
rac_11391835,Deacy Gilligan Hurdle,Galway (IRE)
rac_11391822,angloprinters.ie Handicap Hurdle,Galway (IRE)
rac_11391809,Kenny Developments Maiden Hurdle,Galway (IRE)
rac_11394383,Irish Stallion Farms EBF Mares' Handicap Hurdle,Ballinrobe (IRE)
rac_11394370,Michael Cawe Suspended Ceilings Handicap Hurdle,Ballinrobe (IRE)
rac_11394357,Irish Stallion Farms EBF Mares' Maiden Hurdle,Ballinrobe (IRE)
rac_11394344,Kog Logistics 3-Y-O Maiden Hurdle,Ballinrobe (IRE)
rac_11401715,Tote Never Beaten By SP Handicap Hurdle,Tramore (IRE)
rac_11401702,Students Raceday October 10th Maiden Hurdle,Tramore (IRE)
rac_11401689,Tramore Racecourse Directors Handicap Hurdle,Tramore (IRE)
rac_11401676,Download The New Tote App Maiden Hurdle,Tramore (IRE)
rac_11403977,Watch Racing TV With Free Trial Now Rated Novice Hurdle,Downpatrick (IRE)
rac_11403964,Caleb & Ezra Starkey Handicap Hurdle,Downpatrick (IRE)
rac_11403951,MB McGrady & Co Chartered Accountants Handicap Hurdle,Downpatrick (IRE)
rac_11403938,Downpatrick Maiden Hurdle,Downpatrick (IRE)
rac_11404692,Dairygold Maiden Hurdle,Listowel (IRE)
rac_11404679,Kerry Group Irish EBF Mares Handicap Hurdle,Listowel (IRE)
rac_11404666,Cheesestrings Irish EBF Mares Hurdle,Listowel (IRE)
rac_11404653,Charleville Cheese 3-Y-O Hurdle,Listowel (IRE)
rac_11406551,Devon Inn Dan Sheehan Memorial Handicap Hurdle,Listowel (IRE)
rac_11406538,Brandon Hotel Handicap Hurdle,Listowel (IRE)
rac_11406525,Seamus Mulvaney Bookmaker Novice Hurdle,Listowel (IRE)
rac_11406512,McSweeney Brothers Maiden Hurdle,Listowel (IRE)
rac_11406473,Behans Horseshoe Bar Restaurant & Townhouse Handicap Hurdle,Listowel (IRE)
rac_11406460,Adare Manor Opportunity Handicap Hurdle,Listowel (IRE)
rac_11406447,Liam Healy Memorial Lartigue Hurdle (Listed Handicap),Listowel (IRE)
rac_11406434,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle (IRE Incentive Race),Listowel (IRE)
rac_11406421,Buckley Agri New Holland Irish EBF Mares Maiden Hurdle,Listowel (IRE)
rac_11408800,Guinness Handicap Hurdle,Listowel (IRE)
rac_11408787,Southampton Goodwill Plate Handicap Hurdle,Listowel (IRE)
rac_11408774,John J. Galvin Maiden Hurdle,Listowel (IRE)
rac_11404107,MCG Handicap Hurdle (),Listowel (IRE)
rac_11409073,Kathleen Walsh Memorial Handicap Hurdle,Listowel (IRE)
rac_11409060,M.J. Carroll ARRO Handicap Hurdle,Listowel (IRE)
rac_11409047,Allman Contracts Novice Hurdle,Listowel (IRE)
rac_11409034,John Lynch Memorial Maiden Hurdle,Listowel (IRE)
rac_11417146,Regan Tractor And Jeep Sales Handicap Hurdle (Div II),Roscommon (IRE)
rac_11415131,Image Furnishings Handicap Hurdle,Roscommon (IRE)
rac_11415118,Regan Tractor And Jeep Sales Handicap Hurdle (Div I),Roscommon (IRE)
rac_11415105,Thomas A. Murray Bar Roscommon Mares' Maiden Hurdle,Roscommon (IRE)
rac_11415092,Jimmy Murray Agri Services Handicap Hurdle,Roscommon (IRE)
rac_11415079,Guinness Maiden Hurdle,Roscommon (IRE)
rac_11415989,Glenary Handicap Hurdle,Clonmel (IRE)
rac_11415976,Tickincor Handicap Hurdle,Clonmel (IRE)
rac_11415963,Derrinlaur Mares Handicap Hurdle,Clonmel (IRE)
rac_11415950,Slievenamon Claiming Hurdle,Clonmel (IRE)
rac_11415937,Kilmore Maiden Hurdle,Clonmel (IRE)
rac_11415924,Killaloan Maiden Hurdle,Clonmel (IRE)
rac_11419707,Golf At Gowran Park Handicap Hurdle (Div II),Gowran Park (IRE)
rac_11418225,Thomastown Handicap Hurdle,Gowran Park (IRE)
rac_11418212,Golf Societies @ Gowran Park Handicap Hurdle,Gowran Park (IRE)
rac_11418199,Irish Stallion Farms EBF Pat Walsh Memorial Mares Hurdle,Gowran Park (IRE)
rac_11418186,Golf At Gowran Park Handicap Hurdle (Div I),Gowran Park (IRE)
rac_11418173,Gowran Park Racing Club Maiden Hurdle,Gowran Park (IRE)
rac_11418160,Xenon Security Maiden Hurdle,Gowran Park (IRE)
rac_11419239,Jack Duggan Memorial Handicap Hurdle,Gowran Park (IRE)
rac_11419226,Joe Bollard Memorial Maiden Hurdle,Gowran Park (IRE)
rac_11419213,www.gowranpark.ie 3-Y-O Maiden Hurdle,Gowran Park (IRE)
rac_11419174,Racing TV Handicap Hurdle,Tipperary (IRE)
rac_11419161,Horse & Jockey Hotel Hurdle,Tipperary (IRE)
rac_11419148,BoyleSports Novice Hurdle,Tipperary (IRE)
rac_11419044,James Collins Memorial Handicap Hurdle,Killarney (IRE)
rac_11419031,Panoramic At Killarney Racecourse Rated Novice Hurdle,Killarney (IRE)
rac_11419018,Ross Castle Handicap Hurdle,Killarney (IRE)
rac_11419005,Irish Stallion Farms EBF Mares Maiden Hurdle,Killarney (IRE)
rac_11420149,House Restaurant Open For All Handicap Hurdle,Fairyhouse (IRE)
rac_11420136,Winter Festival Hospitality On Sale Now Handicap Hurdle,Fairyhouse (IRE)
rac_11420123,Buy Now & Save With The Winter Festival Real Deal Bundle Maiden Hurdle,Fairyhouse (IRE)
rac_11420110,Sign Up & Save With Fairyhouse.ie Mares Handicap Hurdle,Fairyhouse (IRE)
rac_11420097,Buy Your Early Bird Winter Festival Tickets Now (C & G) Maiden Hurdle,Fairyhouse (IRE)
rac_11420084,Irish Stallion Farms EBF Mares Maiden Hurdle,Fairyhouse (IRE)
rac_11421540,Ryans Cleaning Handicap Hurdle,Galway (IRE)
rac_11421527,Galway Handicap Hurdle,Galway (IRE)
rac_11421514,Tote Always SP Or Better At Galway Maiden Hurdle,Galway (IRE)
rac_11421436,Tramore Racecourse On Instagram Handicap Hurdle,Tramore (IRE)
rac_11421423,Irish Stallion Farms EBF Mares Maiden Hurdle,Tramore (IRE)
rac_11421410,Ardmore Handicap Hurdle,Tramore (IRE)
rac_11421397,www.tramoreraces.ie Maiden Hurdle,Tramore (IRE)
rac_11423997,Denis Macauley Memorial Handicap Hurdle,Downpatrick (IRE)
rac_11423984,I.N.H. Stallion Owners EBF Maiden Hurdle,Downpatrick (IRE)
rac_11423971,Pro Solar NI Sam Downey Memorial Handicap Hurdle,Downpatrick (IRE)
rac_11423958,Northern Ireland On Course Bookmakers Association Novice Handicap Hurdle,Downpatrick (IRE)
rac_11423945,Toals Bookmakers Maiden Hurdle,Downpatrick (IRE)
rac_11430900,O'Neills.com Maiden Hurdle,Fairyhouse (IRE)
rac_11425011,Frank Lynch & Co Chartered Certified Accountants Supporting Louth GAA Handicap Hurdle,Fairyhouse (IRE)
rac_11424998,Powerscreen New England Supporting Louth GAA Handicap Hurdle,Fairyhouse (IRE)
rac_11424985,Protection & Prosperity Financial Services Supporting Louth GAA Handicap Hurdle,Fairyhouse (IRE)
rac_11424972,Adare Manor Opportunity Mares Maiden Hurdle,Fairyhouse (IRE)
rac_11424907,I.N.H. Stallion Owners EBF Novice Hurdle,Cork (IRE)
rac_11424894,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle (IRE Incentive Race),Cork (IRE)
rac_11424881,Mallow 3-Y-O Maiden Hurdle,Cork (IRE)
rac_11431472,William Hill Extra Places Daily Handicap Hurdle,Punchestown (IRE)
rac_11431459,William Hill Check Out Our Top Price Guarantees Handicap Hurdle,Punchestown (IRE)
rac_11431446,William Hill Keep Your Raceday Positive Maiden Hurdle,Punchestown (IRE)
rac_11431433,William Hill Committed To Top Prices Hurdle,Punchestown (IRE)
rac_11431420,William Hill Proper Pricing Handicap Hurdle,Punchestown (IRE)
rac_11431407,William Hill Proper Betting 3-Y-O Hurdle,Punchestown (IRE)
rac_11431706,2025 Membership On Sale Soon Handicap Hurdle,Punchestown (IRE)
rac_11431693,Punchestown Premiere Weekend 23rd & 24th November Mares Handicap Hurdle,Punchestown (IRE)
rac_11431680,BetVictor Maiden Hurdle,Punchestown (IRE)
rac_11436126,Race Displays Handicap Hurdle (Div II),Limerick (IRE)
rac_11434540,Race Displays Handicap Hurdle (Div I),Limerick (IRE)
rac_11434527,Great National South Court Hotel Maiden Hurdle,Limerick (IRE)
rac_11434514,Focus Capital Novice Hurdle (),Limerick (IRE)
rac_11434501,Irish Stallion Farms EBF Cailin Alainn Mares Hurdle (),Limerick (IRE)
rac_11434488,Limerick Show Handicap Hurdle,Limerick (IRE)
rac_11434475,Master Chefs Maiden Hurdle,Limerick (IRE)
rac_11434696,John Thomas McNamara Series (Q.R.) Handicap Hurdle,Limerick (IRE)
rac_11434683,Crown Paints Handicap Hurdle,Limerick (IRE)
rac_11434670,Garrynacurra Stud (C & G) Maiden Hurdle,Limerick (IRE)
rac_11434657,PwC Mares Maiden Hurdle,Limerick (IRE)
rac_11436581,Rathgormack Handicap Hurdle,Clonmel (IRE)
rac_11436568,Irish Stallion Farms EBF Mares Maiden Hurdle,Clonmel (IRE)
rac_11436555,Kilclooney Woods (Q.R.) Handicap Hurdle,Clonmel (IRE)
rac_11436542,Crottys Lake Maiden Hurdle,Clonmel (IRE)
rac_11438908,SF Engineering Handicap Hurdle,Sligo (IRE)
rac_11438895,Irish Stallion Farms EBF Maiden Hurdle,Sligo (IRE)
rac_11438882,Sligo Races Punters Handicap Hurdle,Sligo (IRE)
rac_11438869,John Thomas McNamara Series (Q.R.) Maiden Hurdle,Sligo (IRE)
rac_11438856,Callan Tansey Mares Handicap Hurdle,Sligo (IRE)
rac_11438843,Sligo Races Halloween Hurdle,Sligo (IRE)
rac_11439844,COLM QUINN BMW Handicap Hurdle,Galway (IRE)
rac_11439831,W.B. Gavin & Co. Handicap Hurdle,Galway (IRE)
rac_11439805,Corrib Oil Maiden Hurdle,Galway (IRE)
rac_11439792,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle,Galway (IRE)
rac_11439779,Renvyle House Hotel 3-Y-O Maiden Hurdle,Galway (IRE)
rac_11440052,Mulryan Auctioneers Handicap Hurdle,Galway (IRE)
rac_11440039,Glenlo Abbey Hotel & Estate Maiden Hurdle,Galway (IRE)
rac_11440026,100 Euros Annual Badge For Galway 2025 Novice Hurdle,Galway (IRE)
rac_11439974,Purchase By 3pm Today To WINABMW.ie Mares Maiden Hurdle,Galway (IRE)
rac_11439935,Slaney View Honda Handicap Hurdle,Wexford (IRE)
rac_11439922,Irish Stallion Farms EBF Mares Hurdle,Wexford (IRE)
rac_11439909,Remembering Bridget Hillis Maiden Hurdle,Wexford (IRE)
rac_11439896,BoyleSports Best Odds Guaranteed Maiden Hurdle,Wexford (IRE)
rac_11445330,Racing TV Maiden Hurdle,Wexford (IRE)
rac_11445317,County Wexford Vintners Federation Opportunity Handicap Hurdle,Wexford (IRE)
rac_11445304,Kehoe Farming Rated Novice Hurdle,Wexford (IRE)
rac_11445291,Racing TV Maiden Hurdle,Wexford (IRE)
rac_11449503,Bottlegreen Hurdle,Down Royal (IRE)
rac_11449490,Irish Stallion Farms EBF Feathard Lady Mares Novice Hurdle,Down Royal (IRE)
rac_11449477,Lough Construction Ltd. Handicap Hurdle,Down Royal (IRE)
rac_11449464,Irish Stallion Farms EBF Maiden Hurdle,Down Royal (IRE)
rac_11450907,Eventsec Handicap Hurdle,Down Royal (IRE)
rac_11450894,Tayto Group Maiden Hurdle,Down Royal (IRE)
rac_11450881,Lisburn And Castlereagh City Council 3-Y-O Hurdle,Down Royal (IRE)
rac_11450582,E. Tarrant & Sons Banteer Handicap Hurdle,Cork (IRE)
rac_11450543,"Paddy Power ""How Many Days 'Til Christmas?"" Irish EBF Novice Hurdle ()",Cork (IRE)
rac_11450530,"Paddy Power ""Did You Watch The Breeders Cup At All?"" Mares Maiden Hurdle",Cork (IRE)
rac_11450517,"Paddy Power ""God I Miss Jackie Lennox's"" Handicap Hurdle",Cork (IRE)
rac_11450504,Paddy Power From The Horse's Mouth Podcast Maiden Hurdle,Cork (IRE)
rac_11453715,BARONERACING.COM Winter Festival Handicap Hurdle (Div II),Fairyhouse (IRE)
rac_11452272,Sign Up To Fairyhouse Newsletter Handicap Hurdle,Fairyhouse (IRE)
rac_11452259,BARONERACING.COM Winter Festival Handicap Hurdle (Div I),Fairyhouse (IRE)
rac_11452246,Fairyhouse Membership 2025 Rated Hurdle,Fairyhouse (IRE)
rac_11452233,Sign Up To GavinLynchRacing.com Maiden Hurdle,Fairyhouse (IRE)
rac_11452220,Starting Point 3-Y-O Maiden Hurdle,Fairyhouse (IRE)
rac_11452389,Clonmel Oil Service Station Handicap Hurdle,Clonmel (IRE)
rac_11452376,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle,Clonmel (IRE)
rac_11452363,I.N.H. Stallion Owners EBF Maiden Hurdle,Clonmel (IRE)
rac_11461060,Pat Carroll's Pub Kilkenny Mares Handicap Hurdle (Div II),Gowran Park (IRE)
rac_11454937,Pat Carroll's Pub Kilkenny Mares Handicap Hurdle (Div I),Gowran Park (IRE)
rac_11454924,GAIN Equine Nutrition Novice Handicap Hurdle,Gowran Park (IRE)
rac_11454911,Proficient Engineering Irish EBF Maiden Hurdle,Gowran Park (IRE)
rac_11454898,PRL Group Maiden Hurdle,Gowran Park (IRE)
rac_11455002,Brown Lad Handicap Hurdle ,Naas (IRE)
rac_11454989,I.N.H. Stallion Owners EBF Maiden Hurdle,Naas (IRE)
rac_11454976,Fishery Lane Novice Hurdle,Naas (IRE)
rac_11454963,Cavan Developments Home Builders Supporting St Marys GAA Maiden Hurdle,Naas (IRE)
rac_11461398,John Thomas McNamara Series (Q.R.) Handicap Hurdle,Fairyhouse (IRE)
rac_11461346,Fairyhouse Student Day Handicap Hurdle,Fairyhouse (IRE)
rac_11461333,Sign Up To GavinLynchRacing.com Mares Maiden Hurdle,Fairyhouse (IRE)
rac_11463738,See You On 23rd & 24th November Handicap Hurdle,Punchestown (IRE)
rac_11463725,Connolly's RED MILLS Irish EBF Auction Maiden Hurdle,Punchestown (IRE)
rac_11463712,Festival Flexi Ticket Is Back Handicap Hurdle,Punchestown (IRE)
rac_11463699,50 000 Euro BetVictor Graduation Bonus Series Maiden Hurdle,Punchestown (IRE)
rac_11463686,50 000 Euro BetVictor Graduation Bonus Series 3-Y-O Hurdle,Punchestown (IRE)
rac_11465194,Railway Bar Lismullen Hurdle,Navan (IRE)
rac_11465181,Bar One Racing For Auction Novice Hurdle,Navan (IRE)
rac_11465168,Hotel Park St. Johann In Tirol Austria Handicap Hurdle,Navan (IRE)
rac_11465155,Lisadell Equine Hospital Handicap Hurdle,Navan (IRE)
rac_11465142,Kilberry Pub & Kitchen Maiden Hurdle,Navan (IRE)
rac_11465298,"Bar One Racing ""Bet 10 Euros Get 50 Euros Sign Up Offer"" Tara Handicap Hurdle",Navan (IRE)
rac_11465285,John Lynch Carpets & Flooring Monksfield Novice Hurdle,Navan (IRE)
rac_11465272,"Gaeil Colmcille GAA Kells ""Day At The Races"" Handicap Hurdle",Navan (IRE)
rac_11465259,Irish Stallion Farms EBF Mares Maiden Hurdle,Navan (IRE)
rac_11465246,"Bar One Racing ""Price Boosts Across All Channels"" 3-Y-O Maiden Hurdle",Navan (IRE)
rac_11467872,Limerick Races On Facebook Handicap Hurdle (Div II),Limerick (IRE)
rac_11466676,Follow Us On Instagram @ Limerick Races Opportunity Handicap Hurdle,Limerick (IRE)
rac_11466663,Mr Binman Christmas Racing Festival 26th - 29th December Handicap Hurdle,Limerick (IRE)
rac_11466650,Limerick Races On Facebook Handicap Hurdle (Div I),Limerick (IRE)
rac_11466637,Panoramic Restaurant @ Limerick Races Mares Handicap Hurdle,Limerick (IRE)
rac_11466624,Adare Manor Opportunity Maiden Hurdle,Limerick (IRE)
rac_11466611,Conference & Banqueting Facilities At Limerick Racecourse Maiden Hurdle,Limerick (IRE)
rac_11466871,Sign Up To GavinLynchRacing.com (Q.R.) Maiden Hurdle,Thurles (IRE)
rac_11466858,Horse & Jockey Handicap Hurdle,Thurles (IRE)
rac_11466845,ThurlesRaces.ie Handicap Hurdle,Thurles (IRE)
rac_11466832,Irish Stallion Farms EBF Mares Maiden Hurdle,Thurles (IRE)
rac_11466819,I.N.H. Stallion Owners EBF Novice Hurdle,Thurles (IRE)
rac_11468561,Junction Mares Handicap Hurdle,Tipperary (IRE)
rac_11468548,@tipperaryraces Novice Handicap Hurdle,Tipperary (IRE)
rac_11468535,Visit Tipperary Maiden Hurdle,Tipperary (IRE)
rac_11468522,Follow Us On Facebook Handicap Hurdle,Tipperary (IRE)
rac_11468509,TipperaryRaces.ie Maiden Hurdle,Tipperary (IRE)
rac_11469640,Albert Bartlett Triple Crown Series Qualifier Handicap Hurdle,Punchestown (IRE)
rac_11469588,Sebden Steel Maiden Hurdle,Punchestown (IRE)
rac_11469575,Total Event Rental 3-Y-O Maiden Hurdle,Punchestown (IRE)
rac_11452454,Unibet Morgiana Hurdle,Punchestown (IRE)
rac_11469744,Sherry Fitzgerald Brady O'Flaherty Supporting Longford GAA Novice Handicap Hurdle,Punchestown (IRE)
rac_11469705,Pertemps Network Group Handicap Hurdle (Qualifier),Punchestown (IRE)
rac_11469692,Frontline Security Grabel Mares Hurdle (),Punchestown (IRE)
rac_11469679,I.N.H. Stallion Owners EBF Maiden Hurdle,Punchestown (IRE)
rac_11475243,2025 Group Package Deals Online Handicap Hurdle,Tramore (IRE)
rac_11475230,Book A Table For New Years Day Mares Handicap Hurdle,Tramore (IRE)
rac_11475217,New Years Day Discount Tickets Online Mares Maiden Hurdle,Tramore (IRE)
rac_11475204,2025 Annual Badge At Tramore Racecourse Maiden Hurdle,Tramore (IRE)
rac_11475464,Horse & Jockey Handicap Hurdle,Thurles (IRE)
rac_11475451,Killinan Maiden Hurdle,Thurles (IRE)
rac_11475438,Irish Stallion Farms EBF Mares Maiden Hurdle,Thurles (IRE)
rac_11475425,www.thurlesraces.ie Maiden Hurdle,Thurles (IRE)
rac_11477297,Horse & Jockey Handicap Hurdle,Thurles (IRE)
rac_11477284,Racing Again December 21st Mares Handicap Hurdle,Thurles (IRE)
rac_11477271,ThurlesRaces.ie Maiden Hurdle,Thurles (IRE)
rac_11477258,Ballagh Mares Handicap Hurdle,Thurles (IRE)
rac_11477245,www.thurlesraces.ie Maiden Hurdle,Thurles (IRE)
rac_11478038,Roganstown Hotel & Country Club 20th Anniversary Handicap Hurdle,Fairyhouse (IRE)
rac_11478025,Close Brothers Rated Novice Hurdle,Fairyhouse (IRE)
rac_11478012,WillowWarm Hurdle,Fairyhouse (IRE)
rac_11477999,Kettles Country House Hotel Supporting Fingal Ravens GFC Raceday Maiden Hurdle,Fairyhouse (IRE)
rac_11478103,Bar One Racing Royal Bond Novice Hurdle,Fairyhouse (IRE)
rac_11478077,"Bar One Racing ""Price Boosts Across All Channels"" Juvenile Hurdle",Fairyhouse (IRE)
rac_11468691,"Bar One Racing ""100% Football Acca Boost On Self Service Betting Terminals"" Handicap Hurdle ",Fairyhouse (IRE)
rac_11461463,Bar One Racing Hatton's Grace Hurdle,Fairyhouse (IRE)
rac_11480963,ClonmelRaces.ie (Q.R.) Maiden Hurdle (Div II),Clonmel (IRE)
rac_11479559,Kilsheelan Handicap Hurdle,Clonmel (IRE)
rac_11479546,ClonmelRaces.ie (Q.R.) Maiden Hurdle (Div I),Clonmel (IRE)
rac_11479533,Jim Strang & Sons Kilsheelan (Peugeot) Hurdle,Clonmel (IRE)
rac_11479520,Thanks To All For Your Support In 2024 Handicap Hurdle,Clonmel (IRE)
rac_11479507,Adare Manor Opportunity Maiden Hurdle,Clonmel (IRE)
rac_11488178,Mervyn Gray Construction Maiden Hurdle (Div II),Navan (IRE)
rac_11482289,Tote Navan Novice Hurdle,Navan (IRE)
rac_11482276,Headfort Arms Hotel Maiden Hurdle,Navan (IRE)
rac_11482263,Mervyn Gray Construction Maiden Hurdle (Div I),Navan (IRE)
rac_11477323,Bective Stud Tea Rooms & Apartments Handicap Hurdle (),Navan (IRE)
rac_11482419,Greenvalley Transport Novice Handicap Hurdle,Cork (IRE)
rac_11482406,"Bar One Racing ""100% Acca Boost On Self Service Terminals"" Handicap Hurdle",Cork (IRE)
rac_11482367,Singletons Supervalu Stayers Novice Hurdle,Cork (IRE)
rac_11482354,"Bar One Racing ""Guaranteed Multiples All Shops"" Maiden Hurdle",Cork (IRE)
rac_11482341,"Bar One Racing ""Bet 10 Euros Get 50 Euros Sign Up Offer"" 3-Y-O Maiden Hurdle",Cork (IRE)
rac_11489894,See You On New Years Eve Handicap Hurdle (Div II),Punchestown (IRE)
rac_11488386,See You On New Years Eve Handicap Hurdle (Div I),Punchestown (IRE)
rac_11488373,Members Club 2025 Hurdle,Punchestown (IRE)
rac_11488360,Irish Stallion Owners EBF Maiden Hurdle,Punchestown (IRE)
rac_11488347,Buy Your Punchestown Christmas Gift Mares Novice Hurdle (),Punchestown (IRE)
rac_11488334,Punchestown Festival 2025 Tickets On Sale Maiden Hurdle,Punchestown (IRE)
rac_11490466,Follow Us On Facebook Handicap Hurdle,Cork (IRE)
rac_11490453,Watch Every Irish Race Live Only On Racing TV Mares Maiden Hurdle,Cork (IRE)
rac_11490440,Adare Manor Opportunity Handicap Hurdle,Cork (IRE)
rac_11490427,I.N.H. Stallion Owners EBF Maiden Hurdle,Cork (IRE)
rac_11490414,Mallow Maiden Hurdle,Cork (IRE)
