race_id,date,region,course,race_name,type,dist,going,horse_id,horse,sp,sp_dec,position,time,or,rpr,tsr,prize
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_9658439,Mick Charlie (IRE),7/1,8.00,1,6:19.60,101,110,–,€6195
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_26767713,Toor Moon (IRE),20/1,21.00,2,6:20.29,90,95,–,€1995
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_33290005,Buachaillbocht (GB),11/8F,2.38,3,6:22.79,97,92,–,€945
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_24494253,What An Ocean (IRE),9/1,10.00,4,6:26.29,92,73,–,€420
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_34253415,Kilbarry Saint (FR),10/1,11.00,5,6:28.29,93,66,–,€210
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_27451900,Cruisin Susan (IRE),16/1,17.00,6,6:39.54,87,15,–,€105
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_24372922,Kiln Time (IRE),3/1,4.00,PU,-,96,–,–,
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_28851851,Walk In The Stars (IRE),25/1,26.00,PU,-,84,–,–,
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_30469495,Therailwayman (IRE),80/1,81.00,PU,-,88,–,–,
rac_11152687,2024-01-01,IRE,Tramore (IRE),Tramore Medical Clinic Handicap Hurdle,Hurdle,2m5½f,Heavy,hrs_38089429,Party Pack (IRE),20/1,21.00,PU,-,93,–,–,
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_26460021,Stoke The Fire (IRE),5/6F,1.83,1,6:4.50,–,131,55,€6195
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_34166804,Nouvotic (FR),7/2,4.50,2,6:8.25,–,108,39,€1995
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_33974976,Half Off Six Pence (IRE),18/1,19.00,3,6:15.75,–,71,–,€945
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_26849368,Notkeepinyagoing (IRE),7/1,8.00,4,6:17.12,–,74,2,€420
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_34153518,Gabriel Ranger (IRE),25/1,26.00,PU,-,–,–,–,
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_34788873,Sirekoff (IRE),18/1,19.00,PU,-,–,–,–,
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_34961906,Reve Inoui (IRE),6/1,7.00,PU,-,–,–,–,
rac_11152674,2024-01-01,IRE,Tramore (IRE),Ryans Cleaning Services Maiden Hurdle,Hurdle,2m5½f,Heavy,hrs_38809225,Pat The Carraig (IRE),28/1,29.00,PU,-,–,–,–,
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_22857492,Bynx (IRE),6/1,7.00,1,4:37.10,105,110,80,€11800
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_27428583,Belle The Lioness (IRE),4/1,5.00,2,4:37.98,118,119,89,€3800
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_23962001,Little Mixup (IRE),9/1,10.00,3,4:38.54,117,116,85,€1800
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_22616762,Star Official (IRE),18/5,4.60,4,4:39.23,102,98,66,€800
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_15654520,Cerberus (GB),6/1,7.00,5,4:39.54,113,108,76,€400
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_16408945,Rasiym (FR),12/1,13.00,6,4:39.91,119,113,79,€200
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_24115259,Clarens (IRE),7/2F,4.50,7,4:52.16,117,62,11,
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_21689276,Man River (IRE),16/1,17.00,8,4:53.79,93,31,–,
rac_11152661,2024-01-01,IRE,Tramore (IRE),Jimmy Shanahan Memorial Handicap Hurdle,Hurdle,2m1f,Heavy,hrs_17370948,The Grey Falco (FR),28/1,29.00,9,4:55.16,111,44,–,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_29523067,Boldog (FR),5/1,6.00,1,4:33.10,–,134,117,€6195
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_28903840,Gorgeous Tom (IRE),11/8,2.38,2,4:34.48,–,118,102,€1995
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_33660242,Cappucino (IRE),10/1,11.00,3,4:37.48,–,106,86,€945
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_34788810,Milo Lises (FR),6/5F,2.20,4,4:37.79,–,105,85,€420
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_28824453,Ballybrack Wood (IRE),14/1,15.00,5,4:46.04,–,72,41,€210
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_37687440,The Lucky Lobster (GB),250/1,251.00,6,4:46.29,–,72,40,€105
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_38002265,Misty Milan (IRE),250/1,251.00,7,4:49.79,–,50,13,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_37890531,Backfromtheraces (IRE),250/1,251.00,8,4:50.48,–,47,9,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_37687370,Coulrophobia (IRE),300/1,301.00,9,4:52.60,–,46,4,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_31865155,You Make Me Smile (IRE),300/1,301.00,10,4:53.73,–,34,–,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_38809218,Matagorda (IRE),200/1,201.00,11,4:55.35,–,35,–,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_38649702,Inforapound (IRE),100/1,101.00,12,5:17.85,–,–,–,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_37821616,Gentle Lady (IRE),250/1,251.00,PU,-,–,–,–,
rac_11152648,2024-01-01,IRE,Tramore (IRE),David Flynn Construction Maiden Hurdle,Hurdle,2m1f,Heavy,hrs_38649730,Lacken Forest (IRE),150/1,151.00,PU,-,–,–,–,
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_33975242,Mighty Oak Lad (IRE),7/2,4.50,1,7:11.30,85,105,–,€6490
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_9462390,Cher Why Not (IRE),5/1,6.00,2,7:14.05,103,107,–,€2090
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_24141257,Duffys Getaway (IRE),9/2,5.50,3,7:14.74,102,103,–,€990
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_23056089,Lizlucky (IRE),15/2,8.50,4,7:17.11,101,93,–,€440
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_33975256,Shanroe Act (IRE),50/1,51.00,5,7:20.36,88,67,–,€220
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_26219466,Killinure Lass (IRE),14/1,15.00,6,7:22.86,101,70,–,€110
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_21837662,San Martino (IRE),100/1,101.00,7,7:23.49,110,76,–,
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_25026400,Read To Return (IRE),15/8F,2.88,8,7:23.86,100,65,–,
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_18323676,Appian Way (FR),20/1,21.00,PU,-,94,–,–,
rac_11152596,2024-01-01,IRE,Fairyhouse (IRE),Fairyhouse Membership 2024 Handicap Hurdle,Hurdle,3m,Heavy,hrs_27428520,Sixhandsinmypocket (GB),20/1,21.00,PU,-,102,–,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_28607985,Don't Talk (GER),9/2,5.50,1,5:52.80,99,103,46,€7670
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_32996313,Pipers Boreen (IRE),33/1,34.00,2,5:53.24,88,90,33,€2470
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_29226218,Givehimthehonour (IRE),18/1,19.00,3,5:54.36,102,100,42,€1170
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_33975228,Coco Kolada (IRE),28/1,29.00,4,5:54.74,88,84,26,€520
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_28904211,Bocelli's Voice (IRE),9/2,5.50,5,5:54.86,107,103,45,€260
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_32909933,Lovely Reaction (IRE),5/1,6.00,6,5:55.55,97,90,32,€130
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_18055107,Listenheretomejack (IRE),12/1,13.00,7,5:58.30,102,84,24,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_29523200,Mac's Xpress (IRE),12/1,13.00,8,6:1.05,97,68,7,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_30454571,Miss Oreo (IRE),14/1,15.00,9,6:1.49,108,77,16,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_34457024,Glorytogod Tom (IRE),11/1,12.00,10,6:4.24,105,63,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_12301597,Pay Later (GB),11/4F,3.75,11,6:4.61,93,50,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_21995512,Seasett (GB),50/1,51.00,12,6:6.74,93,41,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_30527700,Dark Image (GB),28/1,29.00,13,6:9.74,97,33,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_16175929,Final Endeavour (IRE),50/1,51.00,PU,-,88,–,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_18780965,Custers Mistake (IRE),33/1,34.00,PU,-,102,–,–,
rac_11152583,2024-01-01,IRE,Fairyhouse (IRE),Tote+ Pays You More At Tote.ie Handicap Hurdle,Hurdle,2m4½f,Heavy,hrs_22065253,Breagagh (IRE),14/1,15.00,PU,-,92,–,–,
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_29735398,I Will Be Baie (FR),11/8,2.38,1,5:40.70,–,135,109,€7080
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_29622516,My Trump Card (IRE),4/9F,1.44,2,5:41.39,–,131,106,€2280
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_35232176,Ah Remy Martin (IRE),12/1,13.00,3,5:50.89,–,91,65,€1080
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_34073550,Al Gasparo (FR),33/1,34.00,4,5:55.14,–,74,46,€480
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_38173870,Get Down To It (IRE),200/1,201.00,5,5:57.89,–,56,26,€240
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_38667209,Hesasmoothoperator (IRE),50/1,51.00,6,6:4.39,–,37,3,€120
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_34558104,Lucky Two (IRE),200/1,201.00,7,6:5.51,–,33,–,
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_30208374,Oneforgonzo (IRE),150/1,151.00,8,6:8.76,–,20,–,
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_37790193,Hestheboycandoit (IRE),150/1,151.00,9,6:31.76,–,–,–,
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_25810757,Lady Goliath (IRE),200/1,201.00,PU,-,–,–,–,
rac_11152570,2024-01-01,IRE,Fairyhouse (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,2m4½f,Heavy,hrs_37476467,Opera Night (IRE),200/1,201.00,PU,-,–,–,–,
rac_11152557,2024-01-01,IRE,Fairyhouse (IRE),Wishing Everyone A Healthy 2024 Mares Hurdle,Hurdle,2m1f,Heavy,hrs_29409415,Mollys Mango (GB),2/9F,1.22,1,4:44.20,–,120,94,€7965
rac_11152557,2024-01-01,IRE,Fairyhouse (IRE),Wishing Everyone A Healthy 2024 Mares Hurdle,Hurdle,2m1f,Heavy,hrs_35054964,Littlebiggie (IRE),15/2,8.50,2,4:48.45,–,90,66,€2565
rac_11152557,2024-01-01,IRE,Fairyhouse (IRE),Wishing Everyone A Healthy 2024 Mares Hurdle,Hurdle,2m1f,Heavy,hrs_34166874,Justmadeit (IRE),28/1,29.00,3,4:49.26,–,87,62,€1215
rac_11152557,2024-01-01,IRE,Fairyhouse (IRE),Wishing Everyone A Healthy 2024 Mares Hurdle,Hurdle,2m1f,Heavy,hrs_38173877,Getaway Erin (IRE),100/1,101.00,4,4:55.76,–,61,27,€540
rac_11152557,2024-01-01,IRE,Fairyhouse (IRE),Wishing Everyone A Healthy 2024 Mares Hurdle,Hurdle,2m1f,Heavy,hrs_37701573,Jazzie De Chaillac (FR),11/2,6.50,5,4:56.51,–,58,23,€270
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_24206042,Da Capo Glory (IRE),9/2,5.50,1,5:16.00,135,145,85,€12980
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_14154623,Rebel Early (IRE),28/1,29.00,2,5:16.04,112,121,62,€4180
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_24555321,Cato's Revenge (IRE),13/2,7.50,3,5:17.95,121,120,61,€1980
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_23962085,Missiee (IRE),15/2,8.50,4,5:18.00,111,110,51,€880
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_27697278,Extrapolation (IRE),11/4F,3.75,5,5:18.75,125,120,61,€440
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_31936450,Abbeydale (FR),100/30,4.33,6,5:18.90,124,119,59,€220
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_22739724,Ballywilliam Boy (IRE),9/1,10.00,7,5:20.30,123,111,50,
rac_11155274,2024-01-06,IRE,Cork (IRE),EASYFIX Handicap Hurdle,Hurdle,2m4f,Soft To Heavy,hrs_28220535,Evesham Road (IRE),7/1,8.00,8,5:26.30,118,–,–,
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_27565986,Largy Hill (IRE),1/2F,1.50,1,6:29.00,–,125,51,€7375
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_34665456,Oscars Brother (IRE),25/1,26.00,2,6:29.55,–,121,48,€2375
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_35430773,Kinturk Kalanisi (IRE),15/2,8.50,3,6:29.70,–,120,48,€1125
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_36273538,Glen Kiln (IRE),8/1,9.00,4,6:29.85,–,119,47,€500
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_34759858,Jasmin De Cotte (FR),16/1,17.00,5,6:32.45,–,106,35,€250
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_27428688,Zaidi (FR),16/5,4.20,6,6:35.25,–,92,22,€125
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_34665673,Metalor (IRE),50/1,51.00,7,6:39.45,–,71,3,
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_33275088,Imperial Fox (IRE),200/1,201.00,8,6:39.75,–,63,–,
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_38433276,Asksarcaras (IRE),250/1,251.00,9,6:49.35,–,22,–,
rac_11155261,2024-01-06,IRE,Cork (IRE),ITM Irish Stallion Trail 12-13 January Maiden Hurdle,Hurdle,3m,Soft To Heavy,hrs_34571474,Just Jack (IRE),200/1,201.00,PU,-,–,–,–,
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_27082769,Flamborough (GB),EvensF,2.00,1,4:6.90,122,128,88,€8850
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_25636968,Morning Soldier (IRE),17/2,9.50,2,4:7.40,118,120,81,€2850
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_28191240,Striking (FR),5/1,6.00,3,4:8.50,121,117,77,€1350
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_30208458,El Champo (IRE),6/1,7.00,4,4:8.65,120,115,75,€600
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_23836862,Starman (FR),6/1,7.00,5,4:9.35,113,107,66,€300
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_34099639,The Shantou King (IRE),28/1,29.00,6,4:15.75,115,75,23,€150
rac_11155248,2024-01-06,IRE,Cork (IRE),Annual Membership Available Rated Novice Hurdle,Hurdle,2m,Soft To Heavy,hrs_24676141,Doctor Brown Bear (IRE),16/1,17.00,7,4:18.55,118,64,7,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_33660270,D Art D Art (FR),100/30,4.33,1,4:4.00,–,114,107,€7375
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_30486407,Paggane (GB),9/4,3.25,2,4:4.65,–,102,96,€2375
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_32290839,St Faz (FR),33/1,34.00,3,4:6.45,–,87,78,€1125
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_27110405,Liberated Light (IRE),66/1,67.00,4,4:7.65,–,94,83,€500
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_27166475,Queen Of Seduction (IRE),25/1,26.00,5,4:8.05,–,85,74,€250
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_34166622,The Dawn (FR),40/1,41.00,6,4:8.35,–,90,79,€125
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_34652758,Jay Pee M (IRE),100/1,101.00,7,4:10.05,–,82,68,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_25636884,Dream Escape (GB),125/1,126.00,8,4:11.15,–,76,61,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_30865954,Giselles Defence (IRE),18/1,19.00,9,4:14.55,–,46,25,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_38089443,Roboreti (IRE),22/1,23.00,10,4:14.85,–,45,23,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_35176022,Will Wilde (FR),6/5F,2.20,11,4:14.87,–,57,35,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_28013902,Leading Lion (IRE),12/1,13.00,12,4:15.25,–,42,20,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_29227114,In The Trenches (GB),50/1,51.00,13,4:15.35,–,42,19,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_34598130,I Owe You One (IRE),150/1,151.00,14,4:16.45,–,50,25,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_38118997,Spatman De Cerisy (FR),80/1,81.00,15,4:22.25,–,21,–,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_35446320,Fourleaf Shamrock (IRE),200/1,201.00,16,4:22.35,–,13,–,
rac_11155235,2024-01-06,IRE,Cork (IRE),Happy New Year From All At Cork Maiden Hurdle,Hurdle,2m,Soft To Heavy,hrs_26187147,Game Nation (IRE),50/1,51.00,17,4:23.05,–,17,–,
